LipidProbe,gene_name,logFC,pvalue,hit_annotation,CellLine
bf-GPI,NELFCD,0.08,0.96640439,no hit,HeLa
bf-GPI,TCIRG1,0.08,0.975054383,no hit,HeLa
bf-GPI,SKI2W,0.08,0.96640439,no hit,HeLa
bf-GPI,SLK,0.08,0.963954914,no hit,HeLa
bf-GPI,CSNK2A2,0.08,0.968451622,no hit,HeLa
bf-GPI,ITGB4,0.08,0.96640439,no hit,HeLa
bf-GPI,BAG50909.1,0.08,0.925675602,no hit,HeLa
bf-GPI,SRP72,0.08,0.930332078,no hit,HeLa
bf-GPI,DP103,0.08,0.96640439,no hit,HeLa
bf-GPI,OSBPL9,0.08,0.96640439,no hit,HeLa
bf-GPI,PUS1,0.08,0.970294567,no hit,HeLa
bf-GPI,NADH dehydrogenase [Homo sapiens],0.08,0.96640439,no hit,HeLa
bf-GPI,PELP1,0.08,0.96640439,no hit,HeLa
bf-GPI,PHGDH,0.08,0.9222603,no hit,HeLa
bf-GPI,TRNT1,0.08,0.959494495,no hit,HeLa
bf-GPI,PRMT1,0.08,0.933764861,no hit,HeLa
bf-GPI,NCOA5,0.08,0.96640439,no hit,HeLa
bf-GPI,PP13296 [Homo sapiens],0.08,0.96640439,no hit,HeLa
bf-GPI,EFHD2,0.08,0.981033105,no hit,HeLa
bf-GPI,MESD,0.08,0.948647902,no hit,HeLa
bf-GPI,PPAN-P2RY11,0.08,0.97787251,no hit,HeLa
bf-GPI,BAF82705.1,0.08,0.924931243,no hit,HeLa
bf-GPI,RPS20,0.08,0.963954914,no hit,HeLa
bf-GPI,disulfide isomerase [Homo sapiens],0.08,0.955893367,no hit,HeLa
bf-GPI,SFPQ,0.08,0.925763563,no hit,HeLa
bf-GPI,OGDH,0.08,0.930170747,no hit,HeLa
bf-GPI,ATP5F1A,0.08,0.929553795,no hit,HeLa
bf-GPI,BAB15159.1,0.08,0.963954914,no hit,HeLa
bf-GPI,FTO,0.08,0.96640439,no hit,HeLa
bf-GPI,TOE1,0.08,0.96640439,no hit,HeLa
bf-GPI,PLBD2,0.08,0.981033105,no hit,HeLa
bf-GPI,TGFBI,0.08,0.96640439,no hit,HeLa
bf-GPI,KCTD5,0.08,0.931743229,no hit,HeLa
bf-GPI,ACACA,0.08,0.927977246,no hit,HeLa
bf-GPI,ALDH1B1,0.08,0.933727952,no hit,HeLa
bf-GPI,BAC11615.1,0.08,0.963862976,no hit,HeLa
bf-GPI,FGF2,0.08,0.96640439,no hit,HeLa
bf-GPI,ALDH16A1,0.08,0.96640439,no hit,HeLa
bf-GPI,RAB11B,0.08,0.933727952,no hit,HeLa
bf-GPI,"phosphoribosyl pyrophosphate synthetase 1 variant, partial [Homo sapiens]",0.08,0.966489697,no hit,HeLa
bf-GPI,B5R.1,0.08,0.972375174,no hit,HeLa
bf-GPI,ANXA5,0.08,0.933764861,no hit,HeLa
bf-GPI,TOMM40,0.08,0.934140388,no hit,HeLa
bf-GPI,DKFZp686L1882,0.08,0.966489697,no hit,HeLa
bf-GPI,EFHA1,0.07,0.971357279,no hit,HeLa
bf-GPI,BAG35498.1,0.07,0.974110489,no hit,HeLa
bf-GPI,NXN,0.07,0.96640439,no hit,HeLa
bf-GPI,ACTN4,0.07,0.935258359,no hit,HeLa
bf-GPI,HMOX1,0.07,0.968451622,no hit,HeLa
bf-GPI,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 isoform b variant, partial [Homo sapiens]",0.07,0.935428909,no hit,HeLa
bf-GPI,LRRFIP1,0.07,0.981033105,no hit,HeLa
bf-GPI,interferon-inducible double-stranded RNA-dependent protein kinase [Homo sapiens],0.07,0.97905749,no hit,HeLa
bf-GPI,BPNT2,0.07,0.981033105,no hit,HeLa
bf-GPI,KIAA0169,0.07,0.968331679,no hit,HeLa
bf-GPI,tenascin X [Homo sapiens],0.07,0.97748342,no hit,HeLa
bf-GPI,DPYSL2,0.07,0.938777691,no hit,HeLa
bf-GPI,ARFGAP2,0.07,0.968057878,no hit,HeLa
bf-GPI,TMOD1,0.07,0.976051734,no hit,HeLa
bf-GPI,PCNP,0.07,0.981033105,no hit,HeLa
bf-GPI,AKR7A2,0.07,0.957077682,no hit,HeLa
bf-GPI,PPP6C,0.07,0.97150988,no hit,HeLa
bf-GPI,C7orf24,0.07,0.968451622,no hit,HeLa
bf-GPI,CAPZA1,0.07,0.941367237,no hit,HeLa
bf-GPI,DIS3,0.07,0.963954914,no hit,HeLa
bf-GPI,neutral amino acid transporter B [Homo sapiens],0.07,0.940261016,no hit,HeLa
bf-GPI,ACO2,0.07,0.942616092,no hit,HeLa
bf-GPI,BAC86977.1,0.07,0.94314882,no hit,HeLa
bf-GPI,ALDH18A1,0.07,0.94314882,no hit,HeLa
bf-GPI,"splicing factor 3b, subunit 4 variant, partial [Homo sapiens]",0.07,0.981195482,no hit,HeLa
bf-GPI,GLYR1,0.07,0.968451622,no hit,HeLa
bf-GPI,UACA,0.07,0.97210378,no hit,HeLa
bf-GPI,PTER,0.07,0.966040528,no hit,HeLa
bf-GPI,H3F3A,0.07,0.96640439,no hit,HeLa
bf-GPI,ATP5C1,0.07,0.948195036,no hit,HeLa
bf-GPI,PAXX,0.07,0.971422029,no hit,HeLa
bf-GPI,TIMM50,0.07,0.963954914,no hit,HeLa
bf-GPI,KIAA1033,0.07,0.963954914,no hit,HeLa
bf-GPI,DNM1L,0.07,0.949557332,no hit,HeLa
bf-GPI,MPRIP,0.07,0.981033105,no hit,HeLa
bf-GPI,"galactosidase, alpha variant, partial [Homo sapiens]",0.07,0.981195482,no hit,HeLa
bf-GPI,AKR1B1,0.07,0.94800947,no hit,HeLa
bf-GPI,SRP3,0.07,0.96640439,no hit,HeLa
bf-GPI,MYO1C variant protein,0.07,0.952487033,no hit,HeLa
bf-GPI,"chaperonin containing TCP1, subunit 3 (gamma) variant, partial [Homo sapiens]",0.07,0.952717164,no hit,HeLa
bf-GPI,TIP47,0.07,0.953053508,no hit,HeLa
bf-GPI,WARS2,0.07,0.981195482,no hit,HeLa
bf-GPI,"heterogeneous nuclear ribonucleoprotein H3 isoform a variant, partial [Homo sapiens]",0.07,0.953053508,no hit,HeLa
bf-GPI,SUMO2,0.06,0.978357797,no hit,HeLa
bf-GPI,RCC2,0.06,0.963954914,no hit,HeLa
bf-GPI,"cytosolic malic enzyme 1 variant, partial [Homo sapiens]",0.06,0.96640439,no hit,HeLa
bf-GPI,ATP5F1,0.06,0.963238516,no hit,HeLa
bf-GPI,NUDC,0.06,0.963954914,no hit,HeLa
bf-GPI,FEN1,0.06,0.956220282,no hit,HeLa
bf-GPI,SCAMP3,0.06,0.974680241,no hit,HeLa
bf-GPI,HEBP1,0.06,0.96497689,no hit,HeLa
bf-GPI,PPP3CA,0.06,0.957924271,no hit,HeLa
bf-GPI,BAG50848.1,0.06,0.955893367,no hit,HeLa
bf-GPI,CDK11B,0.06,0.97748342,no hit,HeLa
bf-GPI,MTAP,0.06,0.957496258,no hit,HeLa
bf-GPI,NAGK,0.06,0.972375174,no hit,HeLa
bf-GPI,ERP29,0.06,0.964845464,no hit,HeLa
bf-GPI,CAD,0.06,0.95813613,no hit,HeLa
bf-GPI,CLTA,0.06,0.964845464,no hit,HeLa
bf-GPI,ADSS2,0.06,0.959494495,no hit,HeLa
bf-GPI,UBAP2L,0.06,0.957496258,no hit,HeLa
bf-GPI,BAF83305.1,0.06,0.959403713,no hit,HeLa
bf-GPI,SF3A2,0.06,0.96640439,no hit,HeLa
bf-GPI,ATP sulfurylase/APS kinase [Homo sapiens],0.06,0.985014943,no hit,HeLa
bf-GPI,PDSS2,0.06,0.963954914,no hit,HeLa
bf-GPI,PUM3,0.06,0.96640439,no hit,HeLa
bf-GPI,BAF83366.1,0.06,0.96640439,no hit,HeLa
bf-GPI,KRTHB5,0.06,0.969831999,no hit,HeLa
bf-GPI,SEC11A,0.06,0.968331679,no hit,HeLa
bf-GPI,ACTN1,0.06,0.962360215,no hit,HeLa
bf-GPI,KTELC1,0.06,0.981195482,no hit,HeLa
bf-GPI,"Tat binding protein 7, TBP-7=transcriptional activator [human, Peptide, 458 aa]",0.06,0.962727712,no hit,HeLa
bf-GPI,C3orf1 [Homo sapiens],0.06,0.96640439,no hit,HeLa
bf-GPI,transcription elongation factor SII,0.06,0.95367467,no hit,HeLa
bf-GPI,VDAC3,0.06,0.95367467,no hit,HeLa
bf-GPI,RPL27A,0.06,0.962727712,no hit,HeLa
bf-GPI,HADHB,0.06,0.963954914,no hit,HeLa
bf-GPI,DDX60,0.06,0.96640439,no hit,HeLa
bf-GPI,YARS2,0.06,0.963954914,no hit,HeLa
bf-GPI,TRIP12,0.06,0.97905749,no hit,HeLa
bf-GPI,SSB,0.06,0.963954914,no hit,HeLa
bf-GPI,EIF4E,0.06,0.992456493,no hit,HeLa
bf-GPI,p47 [Homo sapiens],0.06,0.96640439,no hit,HeLa
bf-GPI,HSPA9,0.06,0.963954914,no hit,HeLa
bf-GPI,PSPC1,0.05,0.963954914,no hit,HeLa
bf-GPI,"ADP,ATP carrier protein, liver isoform T2 variant, partial [Homo sapiens]",0.05,0.963954914,no hit,HeLa
bf-GPI,ARHGEF7,0.05,0.97748342,no hit,HeLa
bf-GPI,"HDCMA39P, partial [Homo sapiens]",0.05,0.96640439,no hit,HeLa
bf-GPI,LOC101930123,0.05,0.96640439,no hit,HeLa
bf-GPI,BAT1,0.05,0.963954914,no hit,HeLa
bf-GPI,DNA-directed polymerase delta 1 [Homo sapiens],0.05,0.963954914,no hit,HeLa
bf-GPI,ESYT1,0.05,0.963954914,no hit,HeLa
bf-GPI,MKI67IP,0.05,0.987227554,no hit,HeLa
bf-GPI,DBN1,0.05,0.967781507,no hit,HeLa
bf-GPI,PFKM,0.05,0.963954914,no hit,HeLa
bf-GPI,PEPD,0.05,0.991819568,no hit,HeLa
bf-GPI,MON2,0.05,0.993430465,no hit,HeLa
bf-GPI,PARN,0.05,0.981033105,no hit,HeLa
bf-GPI,gamma-catenin [Homo sapiens],0.05,0.96640439,no hit,HeLa
bf-GPI,GATD3,0.05,0.963954914,no hit,HeLa
bf-GPI,NCC27,0.05,0.963991429,no hit,HeLa
bf-GPI,DYNC1H1,0.05,0.96640439,no hit,HeLa
bf-GPI,KIAA0157,0.05,0.99616346,no hit,HeLa
bf-GPI,"low density lipoprotein receptor-related protein associated protein 1 variant, partial [Homo sapiens]",0.05,0.981195482,no hit,HeLa
bf-GPI,IDI1,0.05,0.96640439,no hit,HeLa
bf-GPI,ACAA1,0.05,0.963954914,no hit,HeLa
bf-GPI,proteasome subunit p58 [Homo sapiens],0.05,0.96640439,no hit,HeLa
bf-GPI,RETREG3,0.05,0.981568305,no hit,HeLa
bf-GPI,BAG51901.1,0.05,0.982461169,no hit,HeLa
bf-GPI,HSP90AB1,0.05,0.96640439,no hit,HeLa
bf-GPI,MTCH2,0.05,0.96640439,no hit,HeLa
bf-GPI,HSPB1,0.05,0.96640439,no hit,HeLa
bf-GPI,RNPEP,0.05,0.96640439,no hit,HeLa
bf-GPI,DNMT1,0.05,0.998111707,no hit,HeLa
bf-GPI,RNA polymerase II largest subunit [Homo sapiens],0.05,0.981195482,no hit,HeLa
bf-GPI,GCS1,0.05,0.96640439,no hit,HeLa
bf-GPI,THYN1,0.05,0.968451622,no hit,HeLa
bf-GPI,DCAF7,0.05,0.984446724,no hit,HeLa
bf-GPI,mRNA-binding protein CRDBP [Homo sapiens],0.05,0.964845464,no hit,HeLa
bf-GPI,BAG53039.1,0.05,0.96640439,no hit,HeLa
bf-GPI,cell proliferation-inducing protein 40 [Homo sapiens],0.04,0.965201672,no hit,HeLa
bf-GPI,AHNAK,0.04,0.96640439,no hit,HeLa
bf-GPI,BAB15284.1,0.04,0.996083936,no hit,HeLa
bf-GPI,ABHD10,0.04,0.98830577,no hit,HeLa
bf-GPI,C8orf55,0.04,0.981195482,no hit,HeLa
bf-GPI,SPTBN1,0.04,0.96640439,no hit,HeLa
bf-GPI,translation initiation factor [Homo sapiens],0.04,0.96640439,no hit,HeLa
bf-GPI,POLD4,0.04,0.968057878,no hit,HeLa
bf-GPI,CTNNA2,0.04,0.968451622,no hit,HeLa
bf-GPI,RANGAP1,0.04,0.964845464,no hit,HeLa
bf-GPI,TUFM,0.04,0.96640439,no hit,HeLa
bf-GPI,BAG59369.1,0.04,0.96640439,no hit,HeLa
bf-GPI,RPRD1B,0.04,0.96640439,no hit,HeLa
bf-GPI,BRD2,0.04,0.96640439,no hit,HeLa
bf-GPI,RBM42,0.04,0.96640439,no hit,HeLa
bf-GPI,PRKACA,0.04,0.96640439,no hit,HeLa
bf-GPI,ALDOA,0.04,0.96640439,no hit,HeLa
bf-GPI,"centaurin delta 2 isoform a variant, partial [Homo sapiens]",0.04,0.9967768,no hit,HeLa
bf-GPI,KIF5B-ALK,0.04,0.96640439,no hit,HeLa
bf-GPI,"peroxiredoxin 6, partial [Homo sapiens]",0.04,0.96640439,no hit,HeLa
bf-GPI,"enolase 1 variant, partial [Homo sapiens]",0.04,0.96640439,no hit,HeLa
bf-GPI,hydroxypyruvate isomerase [Homo sapiens],0.04,0.981122819,no hit,HeLa
bf-GPI,VCL,0.04,0.966489697,no hit,HeLa
bf-GPI,ENDOG,0.04,0.985014943,no hit,HeLa
bf-GPI,BAG57331.1,0.04,0.966489697,no hit,HeLa
bf-GPI,LIG1,0.04,0.998867419,no hit,HeLa
bf-GPI,NIBAN2,0.04,0.966815779,no hit,HeLa
bf-GPI,DDB1,0.04,0.967595804,no hit,HeLa
bf-GPI,BCL2L13,0.04,0.989502404,no hit,HeLa
bf-GPI,TMEM65,0.04,0.969928472,no hit,HeLa
bf-GPI,BAG51120.1,0.04,0.96640439,no hit,HeLa
bf-GPI,TBCE,0.03,0.998867419,no hit,HeLa
bf-GPI,BASP1,0.03,0.968451622,no hit,HeLa
bf-GPI,NCL,0.03,0.968579553,no hit,HeLa
bf-GPI,KDM3B,0.03,0.998756939,no hit,HeLa
bf-GPI,histone macroH2A1.2 [Homo sapiens],0.03,0.969369098,no hit,HeLa
bf-GPI,DRG1,0.03,0.974106878,no hit,HeLa
bf-GPI,glutaminase C [Homo sapiens],0.03,0.96640439,no hit,HeLa
bf-GPI,IPO9,0.03,0.970444833,no hit,HeLa
bf-GPI,"zinc finger, HIT domain containing 2 variant, partial [Homo sapiens]",0.03,0.99616346,no hit,HeLa
bf-GPI,CAF2 [Homo sapiens],0.03,0.971978793,no hit,HeLa
bf-GPI,CPS1,0.03,0.97210378,no hit,HeLa
bf-GPI,WDR48,0.03,0.973212296,no hit,HeLa
bf-GPI,UBXN6,0.03,0.99616346,no hit,HeLa
bf-GPI,ubiquitin-activating enzyme 6 [Homo sapiens],0.03,0.992456493,no hit,HeLa
bf-GPI,PURB,0.03,0.998032731,no hit,HeLa
bf-GPI,CACNA2D1,0.03,0.96640439,no hit,HeLa
bf-GPI,YTM1 [Homo sapiens],0.03,0.971357279,no hit,HeLa
bf-GPI,UPF1,0.03,0.980878215,no hit,HeLa
bf-GPI,kinesin heavy chain member 2 [Homo sapiens],0.03,0.99616346,no hit,HeLa
bf-GPI,"eukaryotic translation initiation factor eIF3, p35 subunit [Homo sapiens]",0.03,0.970294567,no hit,HeLa
bf-GPI,CKB,0.03,0.97748342,no hit,HeLa
bf-GPI,"hCG2043426, isoform CRA_b [Homo sapiens]",0.03,0.97748342,no hit,HeLa
bf-GPI,ischemia/reperfusion inducible protein transcript variant 1 [Homo sapiens],0.03,0.971650877,no hit,HeLa
bf-GPI,FKSG13,0.03,0.966489697,no hit,HeLa
bf-GPI,UBA1,0.03,0.978357797,no hit,HeLa
bf-GPI,TUBGCP4,0.03,0.973239929,no hit,HeLa
bf-GPI,TUBB,0.03,0.978357797,no hit,HeLa
bf-GPI,uridine monophosphate kinase [Homo sapiens],0.03,0.990922174,no hit,HeLa
bf-GPI,PRPS2,0.03,0.975334722,no hit,HeLa
bf-GPI,TLN1,0.03,0.979608244,no hit,HeLa
bf-GPI,SRPRA,0.03,0.993682325,no hit,HeLa
bf-GPI,NEK9,0.03,0.990922174,no hit,HeLa
bf-GPI,"epithelial protein lost in neoplasm beta variant, partial [Homo sapiens]",0.03,0.968451622,no hit,HeLa
bf-GPI,BAG35176.1,0.03,0.978357797,no hit,HeLa
bf-GPI,SNRPB2,0.03,0.993851256,no hit,HeLa
bf-GPI,TNFAIP2,0.02,0.989977958,no hit,HeLa
bf-GPI,OTUD6B,0.02,0.992456493,no hit,HeLa
bf-GPI,CALR,0.02,0.981033105,no hit,HeLa
bf-GPI,CLPTM1,0.02,0.990922174,no hit,HeLa
bf-GPI,BAG58692.1,0.02,0.981033105,no hit,HeLa
bf-GPI,BAB13846.1,0.02,0.97779609,no hit,HeLa
bf-GPI,Skp2,0.02,0.992456493,no hit,HeLa
bf-GPI,DKFZp686E1899,0.02,0.981195482,no hit,HeLa
bf-GPI,USP9X,0.02,0.99616346,no hit,HeLa
bf-GPI,"hCG24487, isoform CRA_a [Homo sapiens]",0.02,0.981195482,no hit,HeLa
bf-GPI,S3 ribosomal protein [Homo sapiens],0.02,0.981195482,no hit,HeLa
bf-GPI,PLXDC2,0.02,0.991486179,no hit,HeLa
bf-GPI,PDE4D,0.02,0.993682325,no hit,HeLa
bf-GPI,"unknown protein IT12, partial [Homo sapiens]",0.02,0.97210378,no hit,HeLa
bf-GPI,MCM4,0.02,0.981195482,no hit,HeLa
bf-GPI,TUBB6,0.02,0.981811551,no hit,HeLa
bf-GPI,UBTF,0.02,0.996647162,no hit,HeLa
bf-GPI,DKFZp564I206,0.02,0.999574317,no hit,HeLa
bf-GPI,BAG61534.1,0.02,0.983515381,no hit,HeLa
bf-GPI,TBC1D2,0.02,0.99616346,no hit,HeLa
bf-GPI,"mitochondrial ribosomal protein L24 variant, partial [Homo sapiens]",0.02,0.998867419,no hit,HeLa
bf-GPI,SLC25A19,0.02,0.975334722,no hit,HeLa
bf-GPI,DDX51,0.02,0.975334722,no hit,HeLa
bf-GPI,BAG64911.1,0.02,0.985014943,no hit,HeLa
bf-GPI,DENND4C,0.02,0.96640439,no hit,HeLa
bf-GPI,KRT17,0.02,0.985911355,no hit,HeLa
bf-GPI,"proliferating cell nuclear protein P120, partial [Homo sapiens]",0.02,0.981195482,no hit,HeLa
bf-GPI,cd002 protein [Homo sapiens],0.02,0.986004574,no hit,HeLa
bf-GPI,C4orf1,0.02,0.97210378,no hit,HeLa
bf-GPI,NOC4L,0.02,0.988695277,no hit,HeLa
bf-GPI,"stearoyl-CoA desaturase variant, partial [Homo sapiens]",0.02,0.99419109,no hit,HeLa
bf-GPI,ARPC1B,0.02,0.9967768,no hit,HeLa
bf-GPI,"a member of the short-chain alcohol dehydrogenase family, partial [Homo sapiens]",0.02,0.9943802,no hit,HeLa
bf-GPI,BAG62363.1,0.02,0.98830577,no hit,HeLa
bf-GPI,TCTP [Homo sapiens],0.02,0.98830577,no hit,HeLa
bf-GPI,NOSIP,0.02,0.990041472,no hit,HeLa
bf-GPI,BAC11187.1,0.02,0.980878215,no hit,HeLa
bf-GPI,BAA92063.1,0.02,0.979068668,no hit,HeLa
bf-GPI,PAIP1,0.02,0.998867419,no hit,HeLa
bf-GPI,KHSRP,0.02,0.985014943,no hit,HeLa
bf-GPI,"folate receptor 1 precursor variant, partial [Homo sapiens]",0.02,0.998867419,no hit,HeLa
bf-GPI,LAMA5,0.02,0.96640439,no hit,HeLa
bf-GPI,YWHAH,0.02,0.992456493,no hit,HeLa
bf-GPI,HSPA4L,0.02,0.982461169,no hit,HeLa
bf-GPI,USP48,0.02,0.97905749,no hit,HeLa
bf-GPI,BAF82211.1,0.02,0.993682325,no hit,HeLa
bf-GPI,EPPK1,0.01,0.99419109,no hit,HeLa
bf-GPI,ELAVL1,0.01,0.994742646,no hit,HeLa
bf-GPI,TARS,0.01,0.994742646,no hit,HeLa
bf-GPI,translation initiation factor eIF3 p44 subunit [Homo sapiens],0.01,0.99616346,no hit,HeLa
bf-GPI,SWAP-70 homolog [Homo sapiens],0.01,0.993720009,no hit,HeLa
bf-GPI,NAP1L1,0.01,0.99616346,no hit,HeLa
bf-GPI,BAG51838.1,0.01,0.994742646,no hit,HeLa
bf-GPI,TAPBP,0.01,0.966489697,no hit,HeLa
bf-GPI,52-kD SS-A/Ro autoantigen [Homo sapiens],0.01,0.99616346,no hit,HeLa
bf-GPI,BAF83562.1,0.01,0.981195482,no hit,HeLa
bf-GPI,PCBP2,0.01,0.99616346,no hit,HeLa
bf-GPI,COPZ1,0.01,0.991912153,no hit,HeLa
bf-GPI,TFG/ALK fusion,0.01,0.986254768,no hit,HeLa
bf-GPI,PAICS,0.01,0.999869211,no hit,HeLa
bf-GPI,HNRNPDL,0.01,0.993851256,no hit,HeLa
bf-GPI,"proteasome 26S non-ATPase subunit 11 variant, partial [Homo sapiens]",0.01,0.999869211,no hit,HeLa
bf-GPI,TRMT10C,0.01,0.976506017,no hit,HeLa
bf-GPI,"isocitrate dehydrogenase 3 (NAD+) alpha precursor variant, partial [Homo sapiens]",0.01,0.989977958,no hit,HeLa
bf-GPI,"Full-length cDNA 5-PRIME end of clone CS0DF013YM24 of Fetal brain of Homo sapiens (human) (Fragment) variant, partial [Homo sapiens]",0.01,0.996083936,no hit,HeLa
bf-GPI,NUP98,0.01,0.993430465,no hit,HeLa
bf-GPI,"syntaxin 16 isoform a variant, partial [Homo sapiens]",0.01,0.981195482,no hit,HeLa
bf-GPI,VIM,0.01,0.99837331,no hit,HeLa
bf-GPI,BAF85492.1,0.01,0.986004574,no hit,HeLa
bf-GPI,BAG61157.1,0.01,0.997682504,no hit,HeLa
bf-GPI,DDB2,0.01,0.975107238,no hit,HeLa
bf-GPI,NELFA,0.01,0.981811551,no hit,HeLa
bf-GPI,G6PD,0.01,0.996407926,no hit,HeLa
bf-GPI,FHA-HIT isoform [Homo sapiens],0.01,0.981033105,no hit,HeLa
bf-GPI,RECQL,0.01,0.99616346,no hit,HeLa
bf-GPI,"Gu protein, partial [Homo sapiens]",0.01,0.996083936,no hit,HeLa
bf-GPI,BAF85731.1,0.01,0.99616346,no hit,HeLa
bf-GPI,SUPT16H,0.01,0.995944224,no hit,HeLa
bf-GPI,BAG64601.1,0.01,0.997682504,no hit,HeLa
bf-GPI,DDX18,0.01,0.998867419,no hit,HeLa
bf-GPI,LLGL1,0.01,0.978357797,no hit,HeLa
bf-GPI,"serine hydroxymethyltransferase 2 (mitochondrial) variant, partial [Homo sapiens]",0.01,0.993975579,no hit,HeLa
bf-GPI,MIPP,0.01,0.987238838,no hit,HeLa
bf-GPI,FTSJ3,0.01,0.99616346,no hit,HeLa
bf-GPI,TSFM,0.01,0.99616346,no hit,HeLa
bf-GPI,OVCA2,0.01,0.98830577,no hit,HeLa
bf-GPI,HSPC173 [Homo sapiens],0.01,0.992456493,no hit,HeLa
bf-GPI,NCAPG,0,0.997466118,no hit,HeLa
bf-GPI,BZW1,0,0.996220141,no hit,HeLa
bf-GPI,"catenin (cadherin-associated protein), delta 1 [Homo sapiens]",0,0.981195482,no hit,HeLa
bf-GPI,PPME1,0,0.998867419,no hit,HeLa
bf-GPI,C2orf4,0,0.981195482,no hit,HeLa
bf-GPI,BAF82703.1,0,0.978357797,no hit,HeLa
bf-GPI,UBE4B,0,0.97748342,no hit,HeLa
bf-GPI,AQR,0,0.979654167,no hit,HeLa
bf-GPI,BECN1,0,0.981033105,no hit,HeLa
bf-GPI,ACTR2,0,0.98830577,no hit,HeLa
bf-GPI,PPM1A,0,0.968451622,no hit,HeLa
bf-GPI,"tyrosyl-tRNA synthetase variant, partial [Homo sapiens]",0,0.98830577,no hit,HeLa
bf-GPI,PGM2,0,0.980746371,no hit,HeLa
bf-GPI,NIF3L1,0,0.968579553,no hit,HeLa
bf-GPI,LANCL2,0,0.975109816,no hit,HeLa
bf-GPI,CPNE1,0,0.99616346,no hit,HeLa
bf-GPI,"hCG2016179, isoform CRA_f [Homo sapiens]",0,0.981033105,no hit,HeLa
bf-GPI,HTATIP2,0,0.998111707,no hit,HeLa
bf-GPI,TIAL1,0,0.981033105,no hit,HeLa
bf-GPI,BRIX [Homo sapiens],0,0.996647162,no hit,HeLa
bf-GPI,CENPV,0,0.993851256,no hit,HeLa
bf-GPI,ESYT2,0,0.968451622,no hit,HeLa
bf-GPI,SRP68,0,0.992747994,no hit,HeLa
bf-GPI,C1QBP,0,0.981195482,no hit,HeLa
bf-GPI,PSME3,0,0.981195482,no hit,HeLa
bf-GPI,PLEC,0,0.981195482,no hit,HeLa
bf-GPI,HUWE1,0,0.981195482,no hit,HeLa
bf-GPI,FUBP1,0,0.99616346,no hit,HeLa
bf-GPI,GCN1,0,0.981195482,no hit,HeLa
bf-GPI,SPTAN1,0,0.981195482,no hit,HeLa
bf-GPI,KIAA1373,0,0.984446724,no hit,HeLa
bf-GPI,U4/U6.U5 tri-snRNP-associated 65 kDa protein [Homo sapiens],0,0.981195482,no hit,HeLa
bf-GPI,RUVBL2,0,0.981195482,no hit,HeLa
bf-GPI,RPS8,0,0.981033105,no hit,HeLa
bf-GPI,ENDO180,0,0.987786713,no hit,HeLa
bf-GPI,PARP12,0,0.97905749,no hit,HeLa
bf-GPI,TM9SF3,0,0.993975579,no hit,HeLa
bf-GPI,FOXK1,-0.01,0.983515381,no hit,HeLa
bf-GPI,P3H3,-0.01,0.988695277,no hit,HeLa
bf-GPI,TRG14,-0.01,0.99616346,no hit,HeLa
bf-GPI,DIAPH3,-0.01,0.976506017,no hit,HeLa
bf-GPI,TMBS62,-0.01,0.981195482,no hit,HeLa
bf-GPI,MCM3,-0.01,0.976085697,no hit,HeLa
bf-GPI,IKBKAP,-0.01,0.973212296,no hit,HeLa
bf-GPI,B3GAT3,-0.01,0.97535105,no hit,HeLa
bf-GPI,DNM1,-0.01,0.99837331,no hit,HeLa
bf-GPI,THOC6,-0.01,0.96640439,no hit,HeLa
bf-GPI,LETM1,-0.01,0.981195482,no hit,HeLa
bf-GPI,PRIM2,-0.01,0.999869211,no hit,HeLa
bf-GPI,SFXN3,-0.01,0.972737174,no hit,HeLa
bf-GPI,PSMC5,-0.01,0.972737174,no hit,HeLa
bf-GPI,BAB15001.1,-0.01,0.97905749,no hit,HeLa
bf-GPI,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 variant, partial [Homo sapiens]",-0.01,0.983285767,no hit,HeLa
bf-GPI,ADK,-0.01,0.96640439,no hit,HeLa
bf-GPI,BAF83082.1,-0.01,0.971422029,no hit,HeLa
bf-GPI,MSN,-0.01,0.971422029,no hit,HeLa
bf-GPI,TPM1,-0.01,0.984446724,no hit,HeLa
bf-GPI,SEPT9,-0.01,0.976506017,no hit,HeLa
bf-GPI,CPSF3,-0.01,0.971387443,no hit,HeLa
bf-GPI,BAF83464.1,-0.01,0.993682325,no hit,HeLa
bf-GPI,MLE1,-0.01,0.981195482,no hit,HeLa
bf-GPI,de-ubiquitinase [Homo sapiens],-0.01,0.969369098,no hit,HeLa
bf-GPI,IRF2BP1,-0.01,0.97748342,no hit,HeLa
bf-GPI,CAMK2D,-0.01,0.968579553,no hit,HeLa
bf-GPI,CLTC,-0.01,0.968451622,no hit,HeLa
bf-GPI,HDLBP,-0.01,0.968451622,no hit,HeLa
bf-GPI,BAG65428.1,-0.01,0.983016571,no hit,HeLa
bf-GPI,CUL3,-0.01,0.969928472,no hit,HeLa
bf-GPI,GRIPAP1,-0.01,0.975334722,no hit,HeLa
bf-GPI,BAG58182.1,-0.01,0.981195482,no hit,HeLa
bf-GPI,CSE1,-0.01,0.968057878,no hit,HeLa
bf-GPI,QARS,-0.01,0.968057878,no hit,HeLa
bf-GPI,"beta actin variant, partial [Homo sapiens]",-0.01,0.967799385,no hit,HeLa
