Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
ALDOA,P04075,Fructose-bisphosphate aldolase A,-2.578409556,24.76163881,PE_UV vs PE_NoUV,cytosole,7.12E-09,hit
HGS,O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate,-1.305908163,19.3185835,PE_UV vs PE_NoUV,cytosole,7.14E-09,hit
STAT6,P42226,Signal transducer and activator of transcription 6,-1.464474526,20.56930514,PE_UV vs PE_NoUV,cytosole,7.30E-09,hit
TARBP1,Q13395,Probable methyltransferase TARBP1,-1.568333778,19.46263696,PE_UV vs PE_NoUV,cytosole,7.45E-09,hit
KPNA1,P52294,Importin subunit alpha-5,-1.060042083,17.95542039,PE_UV vs PE_NoUV,cytosole,7.48E-09,hit
EIF2B2,P49770,Translation initiation factor eIF-2B subunit beta,-1.432459841,18.62024646,PE_UV vs PE_NoUV,cytosole,7.48E-09,hit
ANKFY1,Q9P2R3,Rabankyrin-5,-1.207633802,18.92799338,PE_UV vs PE_NoUV,cytosole,7.63E-09,hit
ARHGEF2,Q92974,Rho guanine nucleotide exchange factor 2,-1.65570872,20.2513593,PE_UV vs PE_NoUV,cytosole,7.65E-09,hit
DNAJA2,O60884,DnaJ homolog subfamily A member 2,-1.896488122,20.91125323,PE_UV vs PE_NoUV,cytosole,7.68E-09,hit
PDE4D,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",-1.286372226,20.32245081,PE_UV vs PE_NoUV,cytosole,7.71E-09,hit
DNMT1,P26358,DNA (cytosine-5)-methyltransferase 1,-0.959411807,20.17326334,PE_UV vs PE_NoUV,cytosole,7.74E-09,hit
SDCBP,O00560,Syntenin-1,-1.708297767,18.07035306,PE_UV vs PE_NoUV,cytosole,7.81E-09,hit
PSMD11,O00231,26S proteasome non-ATPase regulatory subunit 11,-1.458374846,22.79486316,PE_UV vs PE_NoUV,cytosole,7.97E-09,hit
AIMP2,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,-1.287687883,22.57738367,PE_UV vs PE_NoUV,cytosole,8.04E-09,hit
COPB2,P35606,Coatomer subunit beta',-1.357059157,22.99553128,PE_UV vs PE_NoUV,cytosole,8.11E-09,hit
TXLNA,P40222,Alpha-taxilin,-1.703341528,20.17713006,PE_UV vs PE_NoUV,cytosole,8.38E-09,hit
TATDN1,Q6P1N9,Deoxyribonuclease TATDN1,-1.034005086,18.74029316,PE_UV vs PE_NoUV,cytosole,8.38E-09,hit
ILF3,Q12906,Interleukin enhancer-binding factor 3,-1.040884807,23.0518155,PE_UV vs PE_NoUV,cytosole,8.49E-09,hit
MOV10,Q9HCE1,Helicase MOV-10,-1.140245966,19.68043649,PE_UV vs PE_NoUV,cytosole,8.64E-09,hit
MIF,P14174,Macrophage migration inhibitory factor,-1.941177488,23.7263143,PE_UV vs PE_NoUV,cytosole,8.82E-09,hit
UBL4A,P11441,Ubiquitin-like protein 4A,-1.492702444,20.36335003,PE_UV vs PE_NoUV,cytosole,8.92E-09,hit
SUMO2,P61956,Small ubiquitin-related modifier 2,-1.681472499,22.53578232,PE_UV vs PE_NoUV,cytosole,9.14E-09,hit
RPUSD2,Q8IZ73,Pseudouridylate synthase RPUSD2,-1.10808365,21.2753396,PE_UV vs PE_NoUV,cytosole,9.23E-09,hit
ASNS,P08243,Asparagine synthetase [glutamine-hydrolyzing],-1.622282025,22.56698542,PE_UV vs PE_NoUV,cytosole,9.29E-09,hit
HNRNPD,Q14103,Heterogeneous nuclear ribonucleoprotein D0,-1.060843514,23.02876301,PE_UV vs PE_NoUV,cytosole,9.37E-09,hit
PEX5,P50542,Peroxisomal targeting signal 1 receptor,-1.214304705,18.41630271,PE_UV vs PE_NoUV,cytosole,9.40E-09,hit
HNRNPM,P52272,Heterogeneous nuclear ribonucleoprotein M,-1.333622621,22.08542654,PE_UV vs PE_NoUV,cytosole,9.44E-09,hit
DHX15,O43143,ATP-dependent RNA helicase DHX15,-1.353282296,23.10048365,PE_UV vs PE_NoUV,cytosole,9.51E-09,hit
ATL2,Q8NHH9,Atlastin-2,-1.134171095,19.24153773,PE_UV vs PE_NoUV,cytosole,9.71E-09,hit
DDX1,Q92499,ATP-dependent RNA helicase DDX1,-1.284624214,23.03220582,PE_UV vs PE_NoUV,cytosole,9.80E-09,hit
MVP,Q14764,Major vault protein,-1.261340171,19.71497732,PE_UV vs PE_NoUV,cytosole,9.84E-09,hit
RPL30,P62888,60S ribosomal protein L30,-1.749413439,23.58537134,PE_UV vs PE_NoUV,cytosole,1.01E-08,hit
EIF3K,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,-1.096850627,21.74029653,PE_UV vs PE_NoUV,cytosole,1.01E-08,hit
CDK6,Q00534,Cyclin-dependent kinase 6,-1.346099603,18.80865815,PE_UV vs PE_NoUV,cytosole,1.02E-08,hit
HSPA4,P34932,Heat shock 70 kDa protein 4,-1.295869805,25.79069697,PE_UV vs PE_NoUV,cytosole,1.03E-08,hit
YBX1,P67809,Y-box-binding protein 1,-1.963921488,21.79907849,PE_UV vs PE_NoUV,cytosole,1.04E-08,hit
NUDCD1,Q96RS6,NudC domain-containing protein 1,-1.219390988,21.57533038,PE_UV vs PE_NoUV,cytosole,1.04E-08,hit
FUS,P35637,RNA-binding protein FUS,-1.498969841,21.66814249,PE_UV vs PE_NoUV,cytosole,1.05E-08,hit
PPA1,Q15181,Inorganic pyrophosphatase,-1.776259897,22.76450046,PE_UV vs PE_NoUV,cytosole,1.05E-08,hit
PRRC2C,Q9Y520,Protein PRRC2C,-1.786119082,20.75839337,PE_UV vs PE_NoUV,cytosole,1.06E-08,hit
UBE4B,O95155,Ubiquitin conjugation factor E4 B,-1.254692674,20.41963422,PE_UV vs PE_NoUV,cytosole,1.06E-08,hit
PSMA1,P25786,Proteasome subunit alpha type-1,-1.544108556,23.84554043,PE_UV vs PE_NoUV,cytosole,1.09E-08,hit
RPS25,P62851,40S ribosomal protein S25,-1.737518772,23.98601135,PE_UV vs PE_NoUV,cytosole,1.10E-08,hit
GSTM3,P21266,Glutathione S-transferase Mu 3,-1.499296645,23.32339234,PE_UV vs PE_NoUV,cytosole,1.12E-08,hit
PSMD4,P55036,26S proteasome non-ATPase regulatory subunit 4,-1.280394409,20.95319262,PE_UV vs PE_NoUV,cytosole,1.14E-08,hit
UBAP2L,Q14157,Ubiquitin-associated protein 2-like,-1.854670781,20.30696215,PE_UV vs PE_NoUV,cytosole,1.21E-08,hit
MTAP,Q13126,S-methyl-5'-thioadenosine phosphorylase,-1.563876424,21.79388428,PE_UV vs PE_NoUV,cytosole,1.23E-08,hit
MMS19,Q96T76,MMS19 nucleotide excision repair protein homolog,-1.224537727,19.64633651,PE_UV vs PE_NoUV,cytosole,1.29E-08,hit
OSGEP,Q9NPF4,tRNA N6-adenosine threonylcarbamoyltransferase,-1.236927861,19.52980939,PE_UV vs PE_NoUV,cytosole,1.30E-08,hit
AKR7A2,O43488,Aflatoxin B1 aldehyde reductase member 2,-1.461055982,18.86644015,PE_UV vs PE_NoUV,cytosole,1.33E-08,hit
YWHAH,Q04917,14-3-3 protein eta,-1.303369019,23.42273226,PE_UV vs PE_NoUV,cytosole,1.34E-08,hit
RPS5,P46782,40S ribosomal protein S5,-1.530214981,23.03457482,PE_UV vs PE_NoUV,cytosole,1.34E-08,hit
RPS28,P62857,40S ribosomal protein S28,-1.391094794,22.02398219,PE_UV vs PE_NoUV,cytosole,1.35E-08,hit
TTC5,Q8N0Z6,Tetratricopeptide repeat protein 5,-1.383457162,17.51696596,PE_UV vs PE_NoUV,cytosole,1.43E-08,hit
EIF3A,Q14152,Eukaryotic translation initiation factor 3 subunit A,-1.343750452,25.36451898,PE_UV vs PE_NoUV,cytosole,1.45E-08,hit
RPL4,P36578,60S ribosomal protein L4,-2.026549024,25.16344503,PE_UV vs PE_NoUV,cytosole,1.45E-08,hit
PSMB1,P20618,Proteasome subunit beta type-1,-1.071436378,22.65768867,PE_UV vs PE_NoUV,cytosole,1.49E-08,hit
NNMT,P40261,Nicotinamide N-methyltransferase,-1.864268178,21.34102464,PE_UV vs PE_NoUV,cytosole,1.49E-08,hit
RPS4X,P62701,"40S ribosomal protein S4, X isoform",-1.47638519,24.91506212,PE_UV vs PE_NoUV,cytosole,1.51E-08,hit
NR3C1,P04150,Glucocorticoid receptor,-2.127721781,19.17084314,PE_UV vs PE_NoUV,cytosole,1.56E-08,hit
RPL17,P18621,60S ribosomal protein L17,-1.803978814,23.84847178,PE_UV vs PE_NoUV,cytosole,1.56E-08,hit
MCMBP,Q9BTE3,Mini-chromosome maintenance complex-binding protein,-1.138561417,23.10450665,PE_UV vs PE_NoUV,cytosole,1.59E-08,hit
LIMCH1,Q9UPQ0,LIM and calponin homology domains-containing protein 1,-1.181111765,18.18551463,PE_UV vs PE_NoUV,cytosole,1.61E-08,hit
EIF4B,P23588,Eukaryotic translation initiation factor 4B,-1.733503692,20.43888046,PE_UV vs PE_NoUV,cytosole,1.64E-08,hit
KPNA6,O60684,Importin subunit alpha-7,-1.116123836,22.51780137,PE_UV vs PE_NoUV,cytosole,1.65E-08,hit
MCM3,P25205,DNA replication licensing factor MCM3,-1.1905014,24.13729781,PE_UV vs PE_NoUV,cytosole,1.67E-08,hit
DHX9,Q08211,ATP-dependent RNA helicase A,-1.073446307,22.92451295,PE_UV vs PE_NoUV,cytosole,1.68E-08,hit
CEP170,Q5SW79,Centrosomal protein of 170 kDa,-1.366142854,19.19141035,PE_UV vs PE_NoUV,cytosole,1.68E-08,hit
RPS6,P62753,40S ribosomal protein S6,-1.731069817,24.16846415,PE_UV vs PE_NoUV,cytosole,1.69E-08,hit
POLR1C,O15160,DNA-directed RNA polymerases I and III subunit RPAC1,-1.455602306,20.16165523,PE_UV vs PE_NoUV,cytosole,1.71E-08,hit
RPL15,P61313,60S ribosomal protein L15,-1.595166519,24.45788399,PE_UV vs PE_NoUV,cytosole,1.73E-08,hit
DNAJC21,Q5F1R6,DnaJ homolog subfamily C member 21,-1.705642219,20.24103151,PE_UV vs PE_NoUV,cytosole,1.80E-08,hit
TSR1,Q2NL82,Pre-rRNA-processing protein TSR1 homolog,-1.103392179,21.11641241,PE_UV vs PE_NoUV,cytosole,1.83E-08,hit
PRPF19,Q9UMS4,Pre-mRNA-processing factor 19,-1.211395497,20.75910125,PE_UV vs PE_NoUV,cytosole,1.85E-08,hit
PTGR1,Q14914,Prostaglandin reductase 1,-1.654352514,23.10478404,PE_UV vs PE_NoUV,cytosole,1.88E-08,hit
TRMT5,Q32P41,tRNA (guanine(37)-N1)-methyltransferase,-1.256218878,17.86947509,PE_UV vs PE_NoUV,cytosole,1.89E-08,hit
ADA,P00813,Adenosine deaminase,-1.331485075,19.95767366,PE_UV vs PE_NoUV,cytosole,1.89E-08,hit
TELO2,Q9Y4R8,Telomere length regulation protein TEL2 homolog,-1.33259972,19.83348117,PE_UV vs PE_NoUV,cytosole,1.92E-08,hit
SNRPD2,P62316,Small nuclear ribonucleoprotein Sm D2,-1.220316123,20.03164737,PE_UV vs PE_NoUV,cytosole,1.97E-08,hit
UPF1,Q92900,Regulator of nonsense transcripts 1,-1.103602723,23.07479809,PE_UV vs PE_NoUV,cytosole,1.99E-08,hit
PSMA6,P60900,Proteasome subunit alpha type-6,-1.119433706,23.88004293,PE_UV vs PE_NoUV,cytosole,2.00E-08,hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,-1.245417858,22.39550598,PE_UV vs PE_NoUV,cytosole,2.02E-08,hit
RPS8,P62241,40S ribosomal protein S8,-1.600940622,24.11292398,PE_UV vs PE_NoUV,cytosole,2.03E-08,hit
DUSP3,P51452,Dual specificity protein phosphatase 3,-1.679211481,19.76618168,PE_UV vs PE_NoUV,cytosole,2.04E-08,hit
HNRNPA0,Q13151,Heterogeneous nuclear ribonucleoprotein A0,-1.47195806,19.82568762,PE_UV vs PE_NoUV,cytosole,2.04E-08,hit
PSMA5,P28066,Proteasome subunit alpha type-5,-1.096580315,20.99488614,PE_UV vs PE_NoUV,cytosole,2.04E-08,hit
PSMD14,O00487,26S proteasome non-ATPase regulatory subunit 14,-1.366412919,21.9405449,PE_UV vs PE_NoUV,cytosole,2.05E-08,hit
DRG1,Q9Y295,Developmentally-regulated GTP-binding protein 1,-1.21527467,22.02997555,PE_UV vs PE_NoUV,cytosole,2.08E-08,hit
PPM1G,O15355,Protein phosphatase 1G,-1.406170594,23.94305847,PE_UV vs PE_NoUV,cytosole,2.09E-08,hit
SAMHD1,Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,-1.124076733,19.37974053,PE_UV vs PE_NoUV,cytosole,2.10E-08,hit
CDC123,O75794,Cell division cycle protein 123 homolog,-1.381117656,21.95362502,PE_UV vs PE_NoUV,cytosole,2.16E-08,hit
CAPN1,P07384,Calpain-1 catalytic subunit,-1.772306494,18.62815401,PE_UV vs PE_NoUV,cytosole,2.37E-08,hit
QRICH1,Q2TAL8,Transcriptional regulator QRICH1,-1.148157556,20.74749939,PE_UV vs PE_NoUV,cytosole,2.48E-08,hit
CMPK1,P30085,UMP-CMP kinase,-1.869904163,20.50313383,PE_UV vs PE_NoUV,cytosole,2.51E-08,hit
PREP,P48147,Prolyl endopeptidase,-1.474720369,23.40606174,PE_UV vs PE_NoUV,cytosole,2.54E-08,hit
PRPF3,O43395,U4/U6 small nuclear ribonucleoprotein Prp3,-1.619965947,18.43957359,PE_UV vs PE_NoUV,cytosole,2.58E-08,hit
ISOC1,Q96CN7,Isochorismatase domain-containing protein 1,-1.472846503,20.73245611,PE_UV vs PE_NoUV,cytosole,2.63E-08,hit
EIF2S3,P41091,Eukaryotic translation initiation factor 2 subunit 3,-1.375398891,23.46972464,PE_UV vs PE_NoUV,cytosole,2.63E-08,hit
TNPO2,O14787,Transportin-2,-1.043324481,20.08268272,PE_UV vs PE_NoUV,cytosole,2.64E-08,hit
ZYX,Q15942,Zyxin,-1.867376125,20.67247214,PE_UV vs PE_NoUV,cytosole,2.65E-08,hit
RPL28,P46779,60S ribosomal protein L28,-1.826262929,23.81390232,PE_UV vs PE_NoUV,cytosole,2.72E-08,hit
CUL4A,Q13619,Cullin-4A,-1.154976238,22.71267604,PE_UV vs PE_NoUV,cytosole,2.85E-08,hit
TSN,Q15631,Translin,-1.118184627,22.85940143,PE_UV vs PE_NoUV,cytosole,2.85E-08,hit
UBLCP1,Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1,-1.767327846,20.22966076,PE_UV vs PE_NoUV,cytosole,2.86E-08,hit
YBX3,P16989,Y-box-binding protein 3,-2.053545504,19.15511798,PE_UV vs PE_NoUV,cytosole,2.86E-08,hit
TRMT2A,Q8IZ69,tRNA (uracil-5-)-methyltransferase homolog A,-0.866260512,21.19594557,PE_UV vs PE_NoUV,cytosole,2.88E-08,hit
TIAL1,Q01085,Nucleolysin TIAR,-1.097160112,20.20967201,PE_UV vs PE_NoUV,cytosole,2.89E-08,hit
YWHAZ,P63104,14-3-3 protein zeta/delta,-1.509141956,24.54746526,PE_UV vs PE_NoUV,cytosole,2.94E-08,hit
SUGT1,Q9Y2Z0,Protein SGT1 homolog,-1.52435983,19.57601942,PE_UV vs PE_NoUV,cytosole,2.95E-08,hit
ADI1,Q9BV57,Acireductone dioxygenase,-1.753131469,20.5361728,PE_UV vs PE_NoUV,cytosole,3.01E-08,hit
LTV1,Q96GA3,Protein LTV1 homolog,-1.561702221,18.67292415,PE_UV vs PE_NoUV,cytosole,3.02E-08,hit
FDPS,P14324,Farnesyl pyrophosphate synthase,-1.688292151,23.5132014,PE_UV vs PE_NoUV,cytosole,3.08E-08,hit
KANK1,Q14678,KN motif and ankyrin repeat domain-containing protein 1,-1.048364462,18.20102569,PE_UV vs PE_NoUV,cytosole,3.08E-08,hit
PTBP1,P26599,Polypyrimidine tract-binding protein 1,-1.172032778,22.37009736,PE_UV vs PE_NoUV,cytosole,3.09E-08,hit
UBE3A,Q05086,Ubiquitin-protein ligase E3A,-1.295157817,16.77263728,PE_UV vs PE_NoUV,cytosole,3.21E-08,hit
SEPTIN2,Q15019,Septin-2,-1.545638923,20.15308086,PE_UV vs PE_NoUV,cytosole,3.31E-08,hit
UCHL5,Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,-1.050399846,20.92114739,PE_UV vs PE_NoUV,cytosole,3.39E-08,hit
RPS17,P08708,40S ribosomal protein S17,-1.635336608,23.08763081,PE_UV vs PE_NoUV,cytosole,3.43E-08,hit
RPL23A,P62750,60S ribosomal protein L23a,-2.222700141,23.5827422,PE_UV vs PE_NoUV,cytosole,3.45E-08,hit
PDCD6,O75340,Programmed cell death protein 6,-1.379373834,22.23130859,PE_UV vs PE_NoUV,cytosole,3.61E-08,hit
ILF2,Q12905,Interleukin enhancer-binding factor 2,-0.96134288,21.57350852,PE_UV vs PE_NoUV,cytosole,3.64E-08,hit
CYFIP1,Q7L576,Cytoplasmic FMR1-interacting protein 1,-1.970410596,19.40172244,PE_UV vs PE_NoUV,cytosole,3.64E-08,hit
BAG6,P46379,Large proline-rich protein BAG6,-1.259391762,23.09764946,PE_UV vs PE_NoUV,cytosole,3.72E-08,hit
PPIL1,Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1,-1.156537857,21.23279,PE_UV vs PE_NoUV,cytosole,3.76E-08,hit
EEF1D,P29692,Elongation factor 1-delta,-1.682809853,22.28814083,PE_UV vs PE_NoUV,cytosole,3.76E-08,hit
SEC23B,Q15437,Protein transport protein Sec23B,-1.517880557,20.85276504,PE_UV vs PE_NoUV,cytosole,3.79E-08,hit
TFRC,P02786,Transferrin receptor protein 1,-0.884755408,19.10906563,PE_UV vs PE_NoUV,cytosole,3.87E-08,hit
BAG2,O95816,BAG family molecular chaperone regulator 2,-1.18941411,20.86412001,PE_UV vs PE_NoUV,cytosole,3.91E-08,hit
CLNS1A,P54105,Methylosome subunit pICln,-1.482041388,20.65727816,PE_UV vs PE_NoUV,cytosole,4.01E-08,hit
RAB1A,P62820,Ras-related protein Rab-1A,-1.254045048,22.19375561,PE_UV vs PE_NoUV,cytosole,4.04E-08,hit
RAD1,O60671,Cell cycle checkpoint protein RAD1,-1.399138699,19.48681078,PE_UV vs PE_NoUV,cytosole,4.07E-08,hit
CUL4B,Q13620,Cullin-4B,-1.13019335,22.15789625,PE_UV vs PE_NoUV,cytosole,4.14E-08,hit
ENO1,P06733,Alpha-enolase,-1.988533262,25.59310345,PE_UV vs PE_NoUV,cytosole,4.15E-08,hit
EEF1G,P26641,Elongation factor 1-gamma,-1.359686816,24.90904251,PE_UV vs PE_NoUV,cytosole,4.19E-08,hit
IPO7,O95373,Importin-7,-1.442721118,24.15016927,PE_UV vs PE_NoUV,cytosole,4.20E-08,hit
YKT6,O15498,Synaptobrevin homolog YKT6,-1.619707782,19.25687631,PE_UV vs PE_NoUV,cytosole,4.22E-08,hit
PSME2,Q9UL46,Proteasome activator complex subunit 2,-1.41720366,22.75844309,PE_UV vs PE_NoUV,cytosole,4.22E-08,hit
SKIC8,Q9GZS3,SKI8 subunit of superkiller complex protein,-1.123945306,19.69699127,PE_UV vs PE_NoUV,cytosole,4.31E-08,hit
DDX21,Q9NR30,Nucleolar RNA helicase 2,-0.875463804,20.02827054,PE_UV vs PE_NoUV,cytosole,4.44E-08,hit
PLIN4,Q96Q06,Perilipin-4,-2.450982366,18.86081207,PE_UV vs PE_NoUV,cytosole,4.49E-08,hit
PRDX1,Q06830,Peroxiredoxin-1,-1.721028334,24.94077949,PE_UV vs PE_NoUV,cytosole,4.54E-08,hit
UBE2V1,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,-1.482090907,22.01464559,PE_UV vs PE_NoUV,cytosole,4.55E-08,hit
CARM1,Q86X55,Histone-arginine methyltransferase CARM1,-1.220221976,22.23148866,PE_UV vs PE_NoUV,cytosole,4.70E-08,hit
BRCC3,P46736,Lys-63-specific deubiquitinase BRCC36,-1.479228305,17.74531527,PE_UV vs PE_NoUV,cytosole,4.74E-08,hit
PGM2,Q96G03,Phosphopentomutase,-1.479189578,23.37818467,PE_UV vs PE_NoUV,cytosole,4.80E-08,hit
MSH6,P52701,DNA mismatch repair protein Msh6,-0.959463055,21.37839593,PE_UV vs PE_NoUV,cytosole,4.85E-08,hit
RACK1,P63244,Receptor of activated protein C kinase 1,-1.170264567,24.28488772,PE_UV vs PE_NoUV,cytosole,4.94E-08,hit
GLMN,Q92990,Glomulin,-1.626172562,21.22349788,PE_UV vs PE_NoUV,cytosole,4.98E-08,hit
HEATR3,Q7Z4Q2,HEAT repeat-containing protein 3,-1.019415635,20.88063463,PE_UV vs PE_NoUV,cytosole,5.06E-08,hit
NUDT5,Q9UKK9,ADP-sugar pyrophosphatase,-1.387594352,24.27469457,PE_UV vs PE_NoUV,cytosole,5.17E-08,hit
RPL13,P26373,60S ribosomal protein L13,-1.987622415,24.22750419,PE_UV vs PE_NoUV,cytosole,5.23E-08,hit
PSMD1,Q99460,26S proteasome non-ATPase regulatory subunit 1,-1.291620086,23.10176345,PE_UV vs PE_NoUV,cytosole,5.26E-08,hit
NAPA,P54920,Alpha-soluble NSF attachment protein,-1.20288067,17.76500354,PE_UV vs PE_NoUV,cytosole,5.31E-08,hit
DNAJC9,Q8WXX5,DnaJ homolog subfamily C member 9,-2.156866336,19.12687248,PE_UV vs PE_NoUV,cytosole,5.35E-08,hit
PAIP1,Q9H074,Polyadenylate-binding protein-interacting protein 1,-1.226747186,20.38644958,PE_UV vs PE_NoUV,cytosole,5.40E-08,hit
SEC24C,P53992,Protein transport protein Sec24C,-1.329146077,20.89736882,PE_UV vs PE_NoUV,cytosole,5.50E-08,hit
PSMB3,P49720,Proteasome subunit beta type-3,-1.261425379,21.99214843,PE_UV vs PE_NoUV,cytosole,5.50E-08,hit
PRDX5,P30044,"Peroxiredoxin-5, mitochondrial",-1.670594047,19.07310206,PE_UV vs PE_NoUV,cytosole,5.52E-08,hit
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,-1.255639182,23.29016843,PE_UV vs PE_NoUV,cytosole,5.57E-08,hit
GMFB,P60983,Glia maturation factor beta,-1.358796701,19.2718802,PE_UV vs PE_NoUV,cytosole,5.69E-08,hit
RPS15A,P62244,40S ribosomal protein S15a,-1.480612742,23.71791347,PE_UV vs PE_NoUV,cytosole,5.79E-08,hit
PCMT1,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,-1.236901747,19.33487422,PE_UV vs PE_NoUV,cytosole,5.89E-08,hit
LACTB2,Q53H82,Endoribonuclease LACTB2,-1.220943265,21.07653977,PE_UV vs PE_NoUV,cytosole,6.05E-08,hit
HNRNPA2B1,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,-1.076079405,21.23074433,PE_UV vs PE_NoUV,cytosole,6.20E-08,hit
ATG3,Q9NT62,Ubiquitin-like-conjugating enzyme ATG3,-1.467566795,20.7169399,PE_UV vs PE_NoUV,cytosole,6.28E-08,hit
PLEC,Q15149,Plectin,-1.074142552,22.4107064,PE_UV vs PE_NoUV,cytosole,6.67E-08,hit
ERP44,Q9BS26,Endoplasmic reticulum resident protein 44,-1.320668911,21.07088836,PE_UV vs PE_NoUV,cytosole,6.75E-08,hit
NPLOC4,Q8TAT6,Nuclear protein localization protein 4 homolog,-1.079241335,18.05660626,PE_UV vs PE_NoUV,cytosole,6.77E-08,hit
DOHH,Q9BU89,Deoxyhypusine hydroxylase,-1.198402205,18.91407422,PE_UV vs PE_NoUV,cytosole,6.85E-08,hit
DCUN1D1,Q96GG9,DCN1-like protein 1,-1.103129006,19.01862294,PE_UV vs PE_NoUV,cytosole,7.00E-08,hit
RPS11,P62280,40S ribosomal protein S11,-1.557438504,24.01346692,PE_UV vs PE_NoUV,cytosole,7.11E-08,hit
LSM14A,Q8ND56,Protein LSM14 homolog A,-1.838388286,18.3932689,PE_UV vs PE_NoUV,cytosole,7.17E-08,hit
DCTD,P32321,Deoxycytidylate deaminase,-1.471963704,19.53465728,PE_UV vs PE_NoUV,cytosole,7.35E-08,hit
CCT7,Q99832,T-complex protein 1 subunit eta,-1.972238004,23.97579051,PE_UV vs PE_NoUV,cytosole,7.94E-08,hit
HNRNPUL1,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,-0.817360616,21.09566488,PE_UV vs PE_NoUV,cytosole,8.12E-08,hit
RHEB,Q15382,GTP-binding protein Rheb,-0.993494585,20.39130219,PE_UV vs PE_NoUV,cytosole,8.17E-08,hit
YWHAE,P62258,14-3-3 protein epsilon,-1.429255864,25.39589301,PE_UV vs PE_NoUV,cytosole,8.53E-08,hit
TDP2,O95551,Tyrosyl-DNA phosphodiesterase 2,-1.051677847,20.17374793,PE_UV vs PE_NoUV,cytosole,8.88E-08,hit
RPL5,P46777,60S ribosomal protein L5,-1.51403794,24.92470788,PE_UV vs PE_NoUV,cytosole,8.89E-08,hit
EIF2B5,Q13144,Translation initiation factor eIF-2B subunit epsilon,-1.441979224,19.33737631,PE_UV vs PE_NoUV,cytosole,8.91E-08,hit
SRI,P30626,Sorcin,-1.534600091,20.94240588,PE_UV vs PE_NoUV,cytosole,9.21E-08,hit
PCBP2,Q15366,Poly(rC)-binding protein 2,-2.023477491,20.92765943,PE_UV vs PE_NoUV,cytosole,9.32E-08,hit
PDE12,Q6L8Q7,"2',5'-phosphodiesterase 12",-1.487754679,20.52730513,PE_UV vs PE_NoUV,cytosole,9.35E-08,hit
PSMD12,O00232,26S proteasome non-ATPase regulatory subunit 12,-1.311518758,22.69427875,PE_UV vs PE_NoUV,cytosole,9.48E-08,hit
PRKAA1,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,-1.647461328,18.60938916,PE_UV vs PE_NoUV,cytosole,9.57E-08,hit
NT5C2,P49902,Cytosolic purine 5'-nucleotidase,-1.606026537,19.26840453,PE_UV vs PE_NoUV,cytosole,9.68E-08,hit
RPL18,Q07020,60S ribosomal protein L18,-1.601258712,23.91510441,PE_UV vs PE_NoUV,cytosole,9.72E-08,hit
PURA,Q00577,Transcriptional activator protein Pur-alpha,-0.974268326,19.6370007,PE_UV vs PE_NoUV,cytosole,9.73E-08,hit
UFD1,Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,-1.012254901,20.38352026,PE_UV vs PE_NoUV,cytosole,1.01E-07,hit
ARRB1,P49407,Beta-arrestin-1,-0.986107609,19.47551661,PE_UV vs PE_NoUV,cytosole,1.02E-07,hit
BUB3,O43684,Mitotic checkpoint protein BUB3,-0.886238452,21.82678637,PE_UV vs PE_NoUV,cytosole,1.03E-07,hit
RTF1,Q92541,RNA polymerase-associated protein RTF1 homolog,-1.30397406,18.66717486,PE_UV vs PE_NoUV,cytosole,1.05E-07,hit
DYNLL1,P63167,"Dynein light chain 1, cytoplasmic",-1.206330789,21.9635601,PE_UV vs PE_NoUV,cytosole,1.07E-07,hit
OSBPL11,Q9BXB4,Oxysterol-binding protein-related protein 11,-1.254437505,17.06640493,PE_UV vs PE_NoUV,cytosole,1.10E-07,hit
NAP1L1,P55209,Nucleosome assembly protein 1-like 1,-2.064352286,22.76315237,PE_UV vs PE_NoUV,cytosole,1.14E-07,hit
CAPZA1,P52907,F-actin-capping protein subunit alpha-1,-1.090110141,20.52410946,PE_UV vs PE_NoUV,cytosole,1.17E-07,hit
UBR2,Q8IWV8,E3 ubiquitin-protein ligase UBR2,-1.170199558,20.10708104,PE_UV vs PE_NoUV,cytosole,1.18E-07,hit
CPPED1,Q9BRF8,Serine/threonine-protein phosphatase CPPED1,-1.771905315,20.2803019,PE_UV vs PE_NoUV,cytosole,1.18E-07,hit
