"","LipidProbe","gene_name","hit_annotation","logFC","pvalue","fdr"
"1885","PE","ACP2","no hit",0.3662572,0.5415403,"Data not available"
"1886","PE","HIST1H4A","no hit",0.2442689,0.7626573,"Data not available"
"1887","PE","YIF1B","no hit",-0.2527999,0.5398689,"Data not available"
"1888","PE","PRKDC","no hit",0.0620125,0.9205066,"Data not available"
"1889","PE","KHSRP","no hit",-0.2753133,0.1629189,"Data not available"
"1890","PE","IARS","no hit",0.2864244,0.5974649,"Data not available"
"1891","PE","SLC3A2","no hit",-0.0473317,0.8918751,"Data not available"
"1892","PE","HNRNPU","no hit",0.2218324,0.6979303,"Data not available"
"1893","PE","ILF2","no hit",-0.138628,0.7545349,"Data not available"
"1894","PE","SEC22B","no hit",-0.0596189,0.8332149,"Data not available"
"1895","PE","CLIC1","no hit",-0.472471,0.0510675,"Data not available"
"1896","PE","CPD","no hit",-0.2129421,0.5531499,"Data not available"
"1897","PE","DDX5","no hit",0.3519765,0.5144844,"Data not available"
"1898","PE","NPC1","no hit",0.2383349,0.6246705,"Data not available"
"1899","PE","GLB1","no hit",0.2081011,0.6468527,"Data not available"
"1900","PE","SERINC1","no hit",0.1605051,0.7467786,"Data not available"
"1901","PE","PRSS56","no hit",-0.1718653,0.6149892,"Data not available"
"1902","PE","COTL1","no hit",-0.2204299,0.525592,"Data not available"
"1903","PE","SRP14","no hit",-0.0499319,0.9404222,"Data not available"
"1904","PE","NAPG","no hit",-0.3614983,0.1714763,"Data not available"
"1905","PE","RAB4A","no hit",-0.1636162,0.4914075,"Data not available"
"1906","PE","ERP44","no hit",-0.0037553,0.9900864,"Data not available"
"1907","PE","IL6ST","no hit",-0.0802392,0.779483,"Data not available"
"1908","PE","LAMP1","no hit",0.2776255,0.512425,"Data not available"
"1909","PE","EIF3J","no hit",-0.5000801,0.3056907,"Data not available"
"1910","PE","HSP90AA1","no hit",-0.1032756,0.802282,"Data not available"
"1911","PE","SRP72","no hit",0.0322529,0.9502171,"Data not available"
"1912","PE","FSCN1","no hit",0.208242,0.6862032,"Data not available"
"1913","PE","PRDX4","no hit",0.4215892,0.3083293,"Data not available"
"1914","PE","STK26","no hit",0.0810178,0.6281173,"Data not available"
"1915","PE","CD63","no hit",0.2716092,0.6691684,"Data not available"
"1916","PE","SPTAN1","no hit",0.5237709,0.4781006,"Data not available"
"1917","PE","LMAN1","no hit",-0.0809709,0.9129827,"Data not available"
"1918","PE","DDX17","no hit",-0.1396869,0.6913271,"Data not available"
"1919","PE","GAPDH","no hit",-0.0249406,0.968891,"Data not available"
"1920","PE","RRAS","no hit",0.3152153,0.3586577,"Data not available"
"1921","PE","HNRNPF","no hit",-0.4538482,0.6018054,"Data not available"
"1922","PE",NA,NA,NA,NA,"Data not available"
"1923","Spa","PITPNB","enriched hit",2.097033601,3.4e-06,"0.002790336"
"1924","Spa","VDAC2","enriched hit",1.739838756,4.94e-06,"0.002790336"
"1925","Spa","NUCB2|Nucb2|HEL-S-109","enriched hit",1.053900939,1.88e-05,"0.00708676"
"1926","Spa","PKP1","no hit",-1.820530117,8.34e-05,"0.013855527"
"1927","Spa","PGAM1","no hit",-1.113220028,8.84e-05,"0.013855527"
"1928","Spa","SDF4","enriched hit",0.793822338,9.18e-05,"0.013855527"
"1929","Spa","CBX1","enriched hit",1.004731467,9.71e-05,"0.013855527"
"1930","Spa","HEATR3","no hit",-1.126425449,0.000118,"0.013855527"
"1931","Spa","HSPA5","enriched hit",0.789761217,0.00012,"0.013855527"
"1932","Spa","HSP90B1","enriched hit",0.731388252,0.000123,"0.013855527"
"1933","Spa","RRBP1","enriched hit",0.639950272,0.000137,"0.014076322"
"1934","Spa","NUCB1","enriched hit",0.906175453,0.000167,"0.015706953"
"1935","Spa","ARG1","no hit",-2.51482827,0.000194,"0.0168141"
"1936","Spa","ECH1","enriched hit",1.038353423,0.000233,"0.01876543"
"1937","Spa","SERPINB12","no hit",-2.681362393,0.000255,"0.018938871"
"1938","Spa","PLEC","no hit",0.504504385,0.000282,"0.018938871"
"1939","Spa","KPRP","no hit",-2.542880557,0.000285,"0.018938871"
"1940","Spa","NRDC","no hit",-0.80285267,0.000309,"0.019366919"
"1941","Spa","XP32","no hit",-3.028127831,0.000344,"0.02045804"
"1942","Spa","ESD","no hit",-1.554341529,0.000371,"0.020957134"
"1943","Spa","CDC123","no hit",-0.779293482,0.000405,"0.021393438"
"1944","Spa","HNRNPUL2-BSCL2|HNRNPUL2","no hit",0.556062268,0.00048,"0.021393438"
"1945","Spa","HADHA","no hit",0.558814436,0.000481,"0.021393438"
"1946","Spa","JUP","no hit",-1.947709154,0.000485,"0.021393438"
"1947","Spa","VDAC1","enriched hit",1.196967199,0.000491,"0.021393438"
"1948","Spa","PDIA3","enriched hit",0.685955661,0.000493,"0.021393438"
"1949","Spa","NCL","enriched hit",0.634981278,0.000591,"0.024703041"
"1950","Spa","XPO7","no hit",-0.620572799,0.000667,"0.026899377"
"1951","Spa","PREP","no hit",-0.764790191,0.000726,"0.028248721"
"1952","Spa","DLST","no hit",0.466120005,0.000768,"0.028350455"
"1953","Spa","CUL5","no hit",-0.724828512,0.000803,"0.028350455"
"1954","Spa","DSP","no hit",-2.495615613,0.000804,"0.028350455"
"1955","Spa","ECHS1","enriched hit",0.722155555,0.00085,"0.02866065"
"1956","Spa","IPO7","no hit",-0.513644769,0.000886,"0.02866065"
"1957","Spa","GLRX5","no hit",0.459175118,0.000889,"0.02866065"
"1958","Spa","ARF4","no hit",-0.44977614,0.00094,"0.029476548"
"1959","Spa","IPO9","no hit",-0.50479137,0.000991,"0.030243977"
"1960","Spa","NSUN2","no hit",-0.541632417,0.001068507,"0.030946242"
"1961","Spa","ERH","no hit",0.541155717,0.001069002,"0.030946242"
"1962","Spa","CAD","no hit",-0.52448395,0.001137683,"0.030998175"
"1963","Spa","GMPS","no hit",-0.674501033,0.001163372,"0.030998175"
"1964","Spa","MRPL20","enriched hit",0.597677021,0.001168631,"0.030998175"
"1965","Spa","EIF4A2","no hit",-0.904310852,0.001180621,"0.030998175"
"1966","Spa","PRDX2","no hit",-1.353711563,0.00125852,"0.03229247"
"1967","Spa","NPLOC4","no hit",-0.407320341,0.001342517,"0.033561313"
"1968","Spa","SMS","no hit",-0.678095013,0.001367423,"0.033561313"
"1969","Spa","GANAB","no hit",0.492575958,0.00144302,"0.034012816"
"1970","Spa","P4HB","enriched hit",0.662294134,0.001446072,"0.034012816"
"1971","Spa","SARNP","no hit",0.563170005,0.001563519,"0.035480394"
"1972","Spa","PSMA1","no hit",-0.537817721,0.001571319,"0.035480394"
"1973","Spa","HSPA9","no hit",0.554708848,0.001635541,"0.036138097"
"1974","Spa","BLMH","no hit",-0.789986063,0.00167603,"0.036138097"
"1975","Spa","P4HA2","no hit",0.486002086,0.001696474,"0.036138097"
"1976","Spa","ATP6V1A","no hit",0.454842817,0.001809277,"0.036571047"
"1977","Spa","KTN1","enriched hit",0.701613567,0.001825635,"0.036571047"
"1978","Spa","ATP6V1B2","no hit",0.394284267,0.001826292,"0.036571047"
"1979","Spa","ACADM","no hit",0.441431437,0.001846368,"0.036571047"
"1980","Spa","PSMB5","no hit",-0.49000846,0.001882842,"0.036650503"
"1981","Spa","CRTAP","no hit",0.455650927,0.001932389,"0.036977415"
"1982","Spa","UQCRC1","no hit",0.460078313,0.002071215,"0.037430226"
"1983","Spa","LANCL2","no hit",-0.534321001,0.002084044,"0.037430226"
"1984","Spa","PSMA7","no hit",-0.478332217,0.002098041,"0.037430226"
"1985","Spa","AKR1C3","no hit",-0.678045905,0.002101621,"0.037430226"
"1986","Spa","PES1","enriched hit",0.683409423,0.00212182,"0.037430226"
"1987","Spa","SHMT1","no hit",-0.570764519,0.002174536,"0.037770022"
"1988","Spa","PLOD2","no hit",0.479324804,0.00224134,"0.037815454"
"1989","Spa","ENOPH1","no hit",-0.722026154,0.002244141,"0.037815454"
"1990","Spa","STAT3","no hit",-0.434457455,0.002422944,"0.04004932"
"1991","Spa","MPRIP","no hit",0.513724408,0.002447655,"0.04004932"
"1992","Spa","RMDN1","no hit",0.400138638,0.002496442,"0.040212385"
"1993","Spa","ACOT9","no hit",0.529703667,0.002528857,"0.040212385"
"1994","Spa","PGK1","no hit",-0.668147222,0.002705604,"0.041993724"
"1995","Spa","DSG1","no hit",-2.146885571,0.002719012,"0.041993724"
"1996","Spa","CAPN1","no hit",-0.618721945,0.002752467,"0.041993724"
"1997","Spa","SFPQ","no hit",0.382244216,0.002891727,"0.042753264"
"1998","Spa","PLOD3","no hit",0.462287368,0.002910718,"0.042753264"
"1999","Spa","TMEM189-UBE2V1|UBE2V1","no hit",-0.873845783,0.002915856,"0.042753264"
"2000","Spa","POLDIP2","no hit",0.372057931,0.002981277,"0.042929681"
"2001","Spa","HADH","no hit",0.440292453,0.003021903,"0.042929681"
"2002","Spa","UBR4","no hit",-0.498032892,0.003104385,"0.042929681"
"2003","Spa","SQRDL","no hit",0.428974889,0.003201585,"0.042929681"
"2004","Spa","CDK6","no hit",-0.487895115,0.00321183,"0.042929681"
"2005","Spa","RNPEP","no hit",-0.537364115,0.003216513,"0.042929681"
"2006","Spa","PHYHIPL","no hit",-0.517609338,0.00322084,"0.042929681"
"2007","Spa","GDI2","no hit",-0.713606637,0.003232084,"0.042929681"
"2008","Spa","COPG1","no hit",-0.374812575,0.003380798,"0.044177455"
"2009","Spa","TGM3","no hit",-1.283409741,0.003404286,"0.044177455"
"2010","Spa","P4HA1","no hit",0.478919209,0.003486847,"0.044623636"
"2011","Spa","GFPT1","no hit",-0.671462916,0.003517718,"0.044623636"
"2012","Spa","KIF20B","no hit",0.48911036,0.003608968,"0.044949025"
"2013","Spa","hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ","enriched hit",0.602648652,0.003622995,"0.044949025"
"2014","Spa","ARCN1","no hit",-0.424309822,0.003782471,"0.0464175"
"2015","Spa","TUFM","no hit",0.346138347,0.003862113,"0.046660677"
"2016","Spa","CUL3","no hit",-0.435084587,0.003884946,"0.046660677"
"2017","Spa","SEC31A","no hit",-0.370690599,0.003932088,"0.046729761"
"2018","Spa","ACACA","no hit",-0.493576803,0.004062143,"0.04775839"
"2019","Spa","HYOU1","no hit",0.519809817,0.004103245,"0.04775839"
"2020","Spa","UGDH","no hit",-0.734332778,0.004222534,"0.048645317"
"2021","Spa","CSPG4","no hit",0.465142859,0.004276712,"0.048771792"
"2022","Spa","ETHE1","no hit",0.404618669,0.004387751,"0.049537709"
"2023","Spa","ATP6V1E1","no hit",0.360755824,0.004553592,"0.05048717"
"2024","Spa","RRM1","no hit",-0.559690927,0.004561285,"0.05048717"
"2025","Spa","DSC1","no hit",-2.157807523,0.004704429,"0.050833454"
"2026","Spa","PDIA4","enriched candidate",0.838184955,0.004724677,"0.050833454"
"2027","Spa","ISYNA1","no hit",-0.529995433,0.004727646,"0.050833454"
"2028","Spa","RAB3GAP2","no hit",-0.370897516,0.004805722,"0.051185471"
"2029","Spa","TSFM","no hit",0.448826047,0.005016851,"0.052038842"
"2030","Spa","RRM2","no hit",-0.845271754,0.005084664,"0.052038842"
"2031","Spa","PSMC5","no hit",-0.34078817,0.005166446,"0.052038842"
"2032","Spa","UBA1","no hit",-0.539021566,0.005185633,"0.052038842"
"2033","Spa","H2AFY","no hit",0.432222657,0.005187903,"0.052038842"
"2034","Spa","LARS","no hit",-0.364833027,0.005194097,"0.052038842"
"2035","Spa","PMPCB","no hit",0.35523452,0.005208493,"0.052038842"
"2036","Spa","OLA1","no hit",-0.401347331,0.00529017,"0.052391242"
"2037","Spa","PDCD6IP","no hit",-0.618325013,0.005512949,"0.054122782"
"2038","Spa","DPP3","no hit",-0.687159908,0.005708496,"0.055136128"
"2039","Spa","VIM","enriched candidate",0.588869426,0.005713841,"0.055136128"
"2040","Spa","TARS","no hit",-0.492931344,0.005838452,"0.055397194"
"2041","Spa","UGGT1","no hit",0.388633132,0.005839031,"0.055397194"
"2042","Spa","RPL6","no hit",-0.665362065,0.005899763,"0.055482006"
"2043","Spa","XPO4","no hit",-0.354374672,0.005946256,"0.055482006"
"2044","Spa","TBC1D15","no hit",-0.41715744,0.0060479,"0.055565873"
"2045","Spa","PDHB","no hit",0.581668323,0.006065114,"0.055565873"
"2046","Spa","TXN","no hit",-0.792075901,0.006154684,"0.055565873"
"2047","Spa","AIFM1","no hit",0.496301386,0.006221439,"0.055565873"
"2048","Spa","HNRNPA3","no hit",0.376897405,0.006274614,"0.055565873"
"2049","Spa","GPS1","no hit",-0.428309017,0.006291135,"0.055565873"
"2050","Spa","IDE","no hit",-0.399289267,0.00634021,"0.055565873"
"2051","Spa","KPNA3","no hit",-0.574100051,0.006351728,"0.055565873"
"2052","Spa","IMPDH2","no hit",-0.741572778,0.006422889,"0.055565873"
"2053","Spa","MATR3","no hit",0.427666714,0.006447413,"0.055565873"
"2054","Spa","PPIB","enriched candidate",0.777428496,0.006584529,"0.056317678"
"2055","Spa","UPP1","no hit",-0.612013848,0.006682439,"0.05667276"
"2056","Spa","NPEPPS","no hit",-0.458661293,0.006745017,"0.05667276"
"2057","Spa","GOT1","no hit",-0.687312066,0.006841216,"0.05667276"
"2058","Spa","RPS19","no hit",-0.49805986,0.006870784,"0.05667276"
"2059","Spa","XPNPEP1","no hit",-0.641268856,0.006915282,"0.05667276"
"2060","Spa","COLGALT1","no hit",0.427906893,0.006935768,"0.05667276"
"2061","Spa","VARS","no hit",-0.360567201,0.006999286,"0.05667276"
"2062","Spa","PDCL3","no hit",-0.449645631,0.007063746,"0.05667276"
"2063","Spa","STRBP","no hit",0.466013194,0.007106665,"0.05667276"
"2064","Spa","GOT2","no hit",0.366299458,0.007128018,"0.05667276"
"2065","Spa","LMNB2","no hit",0.554658695,0.007269146,"0.05739067"
"2066","Spa","GSPT1","no hit",-0.489102276,0.007366354,"0.057631569"
"2067","Spa","HAT1","no hit",-0.478639678,0.007413449,"0.057631569"
"2068","Spa","HNRNPL","no hit",0.486172662,0.007452798,"0.057631569"
"2069","Spa","AHCY","no hit",-0.498098376,0.007567687,"0.057877835"
"2070","Spa","ACAT1","no hit",0.406637563,0.007631237,"0.057877835"
"2071","Spa","LTA4H","no hit",-0.701126632,0.007638439,"0.057877835"
"2072","Spa","CNDP2","no hit",-0.905556369,0.007744816,"0.058177927"
"2073","Spa","HIST1H4A","no hit",0.559397776,0.007888558,"0.058177927"
"2074","Spa","GOLGB1","no hit",0.520892132,0.007927737,"0.058177927"
"2075","Spa","CLUH","no hit",-0.35318874,0.007933256,"0.058177927"
"2076","Spa","EEA1","no hit",0.315513361,0.007935696,"0.058177927"
"2077","Spa","TRIP11","no hit",0.404709533,0.008037518,"0.058544246"
"2078","Spa","NAE1","no hit",-0.732696858,0.008103033,"0.058643103"
"2079","Spa","ARMT1","no hit",-0.679207985,0.008196773,"0.058799499"
"2080","Spa","CAPNS1","no hit",-0.803677665,0.008231301,"0.058799499"
"2081","Spa","MDH2","no hit",0.375032528,0.008319974,"0.058799499"
"2082","Spa","RFC4","no hit",-0.739660142,0.008335856,"0.058799499"
"2083","Spa","GOLIM4","enriched candidate",0.609146565,0.008436669,"0.058799499"
"2084","Spa","PSME1","no hit",-0.478204284,0.008437129,"0.058799499"
"2085","Spa","LMNB1","no hit",0.511445158,0.008564839,"0.059323333"
"2086","Spa","GLB1","no hit",0.327628302,0.008628633,"0.059400776"
"2087","Spa","ACTL6A","no hit",-0.68348838,0.008705002,"0.059563317"
"2088","Spa","PKM","no hit",-0.703994449,0.008931365,"0.060744043"
"2089","Spa","TPR","no hit",0.347327012,0.009004461,"0.060874467"
"2090","Spa","GFAP","no hit",0.470146762,0.009190834,"0.061764592"
"2091","Spa","OSBPL1A","no hit",-0.662531248,0.009370017,"0.062326409"
"2092","Spa","CPSF7","no hit",0.514843497,0.009456681,"0.062326409"
"2093","Spa","CCAR2","no hit",0.424273156,0.009500814,"0.062326409"
"2094","Spa","PSME3","no hit",-0.35938989,0.009523304,"0.062326409"
"2095","Spa","NDUFS1","no hit",0.315802604,0.009570357,"0.062326409"
"2096","Spa","NARS","no hit",-0.632739308,0.009605664,"0.062326409"
"2097","Spa","HSD17B10","no hit",0.367651417,0.009839283,"0.063477431"
"2098","Spa","NXN","no hit",-0.62258981,0.00995356,"0.063849824"
"2099","Spa","ATP6V0D1","no hit",0.477425199,0.010015937,"0.063886963"
"2100","Spa","DNMT1","no hit",-0.296843135,0.010088935,"0.063991055"
"2101","Spa","SNX1","no hit",0.358504301,0.010998179,"0.068995552"
"2102","Spa","FDPS","no hit",-0.452628495,0.011048305,"0.068995552"
"2103","Spa","BPNT1","no hit",-0.604993465,0.011061289,"0.068995552"
"2104","Spa","PFAS","no hit",-0.55528951,0.011152773,"0.069055911"
"2105","Spa","HNRNPH3","no hit",0.304600849,0.011193296,"0.069055911"
"2106","Spa","TPI1","no hit",-0.560053999,0.011363607,"0.069725609"
"2107","Spa","PYCR1","no hit",0.419653683,0.011431667,"0.069764062"
"2108","Spa","ATP5A1","no hit",0.33751379,0.011573577,"0.070250371"
"2109","Spa","OGDHL","no hit",0.355759984,0.01171145,"0.070695489"
"2110","Spa","POLR1B","no hit",0.450871485,0.011820087,"0.070695489"
"2111","Spa","FAT1","no hit",0.299725758,0.011834763,"0.070695489"
"2112","Spa","COL4A3BP","no hit",-0.384251448,0.011979478,"0.070766231"
"2113","Spa","SDAD1","no hit",0.461968028,0.012003126,"0.070766231"
"2114","Spa","LIMA1","no hit",0.554085261,0.01203649,"0.070766231"
"2115","Spa","CRLF3","no hit",-0.410054719,0.012097327,"0.070766231"
"2116","Spa","NUDT5","no hit",-0.68939616,0.012233238,"0.0711924"
"2117","Spa","ACO2","no hit",0.439558313,0.012315724,"0.071304882"
"2118","Spa","LARS2","no hit",0.303282336,0.012409719,"0.071413574"
"2119","Spa","SSBP1","enriched candidate",0.590998798,0.012461004,"0.071413574"
"2120","Spa","SOD2","enriched candidate",0.854920212,0.012591493,"0.071663592"
"2121","Spa","CTSZ","no hit",0.40155438,0.012631581,"0.071663592"
"2122","Spa","SPTBN1","no hit",0.328457667,0.012843737,"0.072366416"
"2123","Spa","PSMA4","no hit",-0.446069091,0.012978628,"0.072366416"
"2124","Spa","NME1-NME2|NME2","no hit",-0.516147799,0.012990283,"0.072366416"
"2125","Spa","SART3","no hit",-0.312799091,0.013011853,"0.072366416"
"2126","Spa","RBM8A","no hit",0.452075784,0.013671223,"0.075632579"
"2127","Spa","ACAD9","no hit",0.499576995,0.013733108,"0.075632579"
"2128","Spa","HNRNPAB","no hit",0.485626728,0.013878728,"0.076063515"
"2129","Spa","RSL1D1","no hit",0.361707692,0.014131013,"0.076969733"
"2130","Spa","GLOD4","no hit",-0.797350585,0.014180429,"0.076969733"
"2131","Spa","SMC4","no hit",-0.489198315,0.014310903,"0.077142643"
"2132","Spa","GLDC","no hit",0.377929971,0.014348941,"0.077142643"
"2133","Spa","TXNRD1","no hit",-0.544031412,0.014578874,"0.077709621"
"2134","Spa","MSH2","no hit",-0.329814309,0.014592063,"0.077709621"
"2135","Spa","AASS","no hit",0.316953965,0.014916863,"0.079066378"
"2136","Spa","RABGGTB","no hit",-0.582609367,0.015251749,"0.080463665"
"2137","Spa","NUDCD1","no hit",-0.417802856,0.015523779,"0.081517889"
"2138","Spa","HK1","no hit",0.294175204,0.015796964,"0.082387136"
"2139","Spa","MAPK1","no hit",-0.411584726,0.015857188,"0.082387136"
"2140","Spa","CS","no hit",0.370187943,0.015908234,"0.082387136"
"2141","Spa","DPYSL3","no hit",-0.389852153,0.016048111,"0.082732043"
"2142","Spa","UBE3A","no hit",-0.431954664,0.016190065,"0.083083873"
