gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
PRRC2C,Q9Y520,Protein PRRC2C,PE,cytosol,-1.786119082,20.75839337,1.06e-8,no hit
UBE4B,O95155,Ubiquitin conjugation factor E4 B,PE,cytosol,-1.254692674,20.41963422,1.06e-8,no hit
PSMA1,P25786,Proteasome subunit alpha type-1,PE,cytosol,-1.544108556,23.84554043,1.09e-8,no hit
RPS25,P62851,40S ribosomal protein S25,PE,cytosol,-1.737518772,23.98601135,1.1e-8,no hit
GSTM3,P21266,Glutathione S-transferase Mu 3,PE,cytosol,-1.499296645,23.32339234,1.12e-8,no hit
PSMD4,P55036,26S proteasome non-ATPase regulatory subunit 4,PE,cytosol,-1.280394409,20.95319262,1.14e-8,no hit
UBAP2L,Q14157,Ubiquitin-associated protein 2-like,PE,cytosol,-1.854670781,20.30696215,1.21e-8,no hit
MTAP,Q13126,S-methyl-5'-thioadenosine phosphorylase,PE,cytosol,-1.563876424,21.79388428,1.23e-8,no hit
MMS19,Q96T76,MMS19 nucleotide excision repair protein homolog,PE,cytosol,-1.224537727,19.64633651,1.29e-8,no hit
OSGEP,Q9NPF4,tRNA N6-adenosine threonylcarbamoyltransferase,PE,cytosol,-1.236927861,19.52980939,1.3e-8,no hit
AKR7A2,O43488,Aflatoxin B1 aldehyde reductase member 2,PE,cytosol,-1.461055982,18.86644015,1.33e-8,no hit
YWHAH,Q04917,14-3-3 protein eta,PE,cytosol,-1.303369019,23.42273226,1.34e-8,no hit
RPS5,P46782,40S ribosomal protein S5,PE,cytosol,-1.530214981,23.03457482,1.34e-8,no hit
RPS28,P62857,40S ribosomal protein S28,PE,cytosol,-1.391094794,22.02398219,1.35e-8,no hit
TTC5,Q8N0Z6,Tetratricopeptide repeat protein 5,PE,cytosol,-1.383457162,17.51696596,1.43e-8,no hit
EIF3A,Q14152,Eukaryotic translation initiation factor 3 subunit A,PE,cytosol,-1.343750452,25.36451898,1.45e-8,no hit
RPL4,P36578,60S ribosomal protein L4,PE,cytosol,-2.026549024,25.16344503,1.45e-8,no hit
PSMB1,P20618,Proteasome subunit beta type-1,PE,cytosol,-1.071436378,22.65768867,1.49e-8,no hit
NNMT,P40261,Nicotinamide N-methyltransferase,PE,cytosol,-1.864268178,21.34102464,1.49e-8,no hit
RPS4X,P62701,"40S ribosomal protein S4, X isoform",PE,cytosol,-1.47638519,24.91506212,1.51e-8,no hit
NR3C1,P04150,Glucocorticoid receptor,PE,cytosol,-2.127721781,19.17084314,1.56e-8,no hit
RPL17,P18621,60S ribosomal protein L17,PE,cytosol,-1.803978814,23.84847178,1.56e-8,no hit
MCMBP,Q9BTE3,Mini-chromosome maintenance complex-binding protein,PE,cytosol,-1.138561417,23.10450665,1.59e-8,no hit
LIMCH1,Q9UPQ0,LIM and calponin homology domains-containing protein 1,PE,cytosol,-1.181111765,18.18551463,1.61e-8,no hit
EIF4B,P23588,Eukaryotic translation initiation factor 4B,PE,cytosol,-1.733503692,20.43888046,1.64e-8,no hit
KPNA6,O60684,Importin subunit alpha-7,PE,cytosol,-1.116123836,22.51780137,1.65e-8,no hit
MCM3,P25205,DNA replication licensing factor MCM3,PE,cytosol,-1.1905014,24.13729781,1.67e-8,no hit
DHX9,Q08211,ATP-dependent RNA helicase A,PE,cytosol,-1.073446307,22.92451295,1.68e-8,no hit
CEP170,Q5SW79,Centrosomal protein of 170 kDa,PE,cytosol,-1.366142854,19.19141035,1.68e-8,no hit
RPS6,P62753,40S ribosomal protein S6,PE,cytosol,-1.731069817,24.16846415,1.69e-8,no hit
POLR1C,O15160,DNA-directed RNA polymerases I and III subunit RPAC1,PE,cytosol,-1.455602306,20.16165523,1.71e-8,no hit
RPL15,P61313,60S ribosomal protein L15,PE,cytosol,-1.595166519,24.45788399,1.73e-8,no hit
DNAJC21,Q5F1R6,DnaJ homolog subfamily C member 21,PE,cytosol,-1.705642219,20.24103151,1.8e-8,no hit
TSR1,Q2NL82,Pre-rRNA-processing protein TSR1 homolog,PE,cytosol,-1.103392179,21.11641241,1.83e-8,no hit
PRPF19,Q9UMS4,Pre-mRNA-processing factor 19,PE,cytosol,-1.211395497,20.75910125,1.85e-8,no hit
PTGR1,Q14914,Prostaglandin reductase 1,PE,cytosol,-1.654352514,23.10478404,1.88e-8,no hit
TRMT5,Q32P41,tRNA (guanine(37)-N1)-methyltransferase,PE,cytosol,-1.256218878,17.86947509,1.89e-8,no hit
ADA,P00813,Adenosine deaminase,PE,cytosol,-1.331485075,19.95767366,1.89e-8,no hit
TELO2,Q9Y4R8,Telomere length regulation protein TEL2 homolog,PE,cytosol,-1.33259972,19.83348117,1.92e-8,no hit
SNRPD2,P62316,Small nuclear ribonucleoprotein Sm D2,PE,cytosol,-1.220316123,20.03164737,1.97e-8,no hit
UPF1,Q92900,Regulator of nonsense transcripts 1,PE,cytosol,-1.103602723,23.07479809,1.99e-8,no hit
PSMA6,P60900,Proteasome subunit alpha type-6,PE,cytosol,-1.119433706,23.88004293,2e-8,no hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,PE,cytosol,-1.245417858,22.39550598,2.02e-8,no hit
RPS8,P62241,40S ribosomal protein S8,PE,cytosol,-1.600940622,24.11292398,2.03e-8,no hit
DUSP3,P51452,Dual specificity protein phosphatase 3,PE,cytosol,-1.679211481,19.76618168,2.04e-8,no hit
HNRNPA0,Q13151,Heterogeneous nuclear ribonucleoprotein A0,PE,cytosol,-1.47195806,19.82568762,2.04e-8,no hit
PSMA5,P28066,Proteasome subunit alpha type-5,PE,cytosol,-1.096580315,20.99488614,2.04e-8,no hit
PSMD14,O00487,26S proteasome non-ATPase regulatory subunit 14,PE,cytosol,-1.366412919,21.9405449,2.05e-8,no hit
DRG1,Q9Y295,Developmentally-regulated GTP-binding protein 1,PE,cytosol,-1.21527467,22.02997555,2.08e-8,no hit
PPM1G,O15355,Protein phosphatase 1G,PE,cytosol,-1.406170594,23.94305847,2.09e-8,no hit
SAMHD1,Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,PE,cytosol,-1.124076733,19.37974053,2.1e-8,no hit
CDC123,O75794,Cell division cycle protein 123 homolog,PE,cytosol,-1.381117656,21.95362502,2.16e-8,no hit
CAPN1,P07384,Calpain-1 catalytic subunit,PE,cytosol,-1.772306494,18.62815401,2.37e-8,no hit
QRICH1,Q2TAL8,Transcriptional regulator QRICH1,PE,cytosol,-1.148157556,20.74749939,2.48e-8,no hit
CMPK1,P30085,UMP-CMP kinase,PE,cytosol,-1.869904163,20.50313383,2.51e-8,no hit
PREP,P48147,Prolyl endopeptidase,PE,cytosol,-1.474720369,23.40606174,2.54e-8,no hit
PRPF3,O43395,U4/U6 small nuclear ribonucleoprotein Prp3,PE,cytosol,-1.619965947,18.43957359,2.58e-8,no hit
ISOC1,Q96CN7,Isochorismatase domain-containing protein 1,PE,cytosol,-1.472846503,20.73245611,2.63e-8,no hit
EIF2S3,P41091,Eukaryotic translation initiation factor 2 subunit 3,PE,cytosol,-1.375398891,23.46972464,2.63e-8,no hit
TNPO2,O14787,Transportin-2,PE,cytosol,-1.043324481,20.08268272,2.64e-8,no hit
ZYX,Q15942,Zyxin,PE,cytosol,-1.867376125,20.67247214,2.65e-8,no hit
RPL28,P46779,60S ribosomal protein L28,PE,cytosol,-1.826262929,23.81390232,2.72e-8,no hit
CUL4A,Q13619,Cullin-4A,PE,cytosol,-1.154976238,22.71267604,2.85e-8,no hit
TSN,Q15631,Translin,PE,cytosol,-1.118184627,22.85940143,2.85e-8,no hit
UBLCP1,Q8WVY7,Ubiquitin-like domain-containing CTD phosphatase 1,PE,cytosol,-1.767327846,20.22966076,2.86e-8,no hit
YBX3,P16989,Y-box-binding protein 3,PE,cytosol,-2.053545504,19.15511798,2.86e-8,no hit
TRMT2A,Q8IZ69,tRNA (uracil-5-)-methyltransferase homolog A,PE,cytosol,-0.866260512,21.19594557,2.88e-8,no hit
TIAL1,Q01085,Nucleolysin TIAR,PE,cytosol,-1.097160112,20.20967201,2.89e-8,no hit
YWHAZ,P63104,14-3-3 protein zeta/delta,PE,cytosol,-1.509141956,24.54746526,2.94e-8,no hit
SUGT1,Q9Y2Z0,Protein SGT1 homolog,PE,cytosol,-1.52435983,19.57601942,2.95e-8,no hit
ADI1,Q9BV57,Acireductone dioxygenase,PE,cytosol,-1.753131469,20.5361728,3.01e-8,no hit
LTV1,Q96GA3,Protein LTV1 homolog,PE,cytosol,-1.561702221,18.67292415,3.02e-8,no hit
FDPS,P14324,Farnesyl pyrophosphate synthase,PE,cytosol,-1.688292151,23.5132014,3.08e-8,no hit
KANK1,Q14678,KN motif and ankyrin repeat domain-containing protein 1,PE,cytosol,-1.048364462,18.20102569,3.08e-8,no hit
PTBP1,P26599,Polypyrimidine tract-binding protein 1,PE,cytosol,-1.172032778,22.37009736,3.09e-8,no hit
UBE3A,Q05086,Ubiquitin-protein ligase E3A,PE,cytosol,-1.295157817,16.77263728,3.21e-8,no hit
SEPTIN2,Q15019,Septin-2,PE,cytosol,-1.545638923,20.15308086,3.31e-8,no hit
UCHL5,Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,PE,cytosol,-1.050399846,20.92114739,3.39e-8,no hit
RPS17,P08708,40S ribosomal protein S17,PE,cytosol,-1.635336608,23.08763081,3.43e-8,no hit
RPL23A,P62750,60S ribosomal protein L23a,PE,cytosol,-2.222700141,23.5827422,3.45e-8,no hit
PDCD6,O75340,Programmed cell death protein 6,PE,cytosol,-1.379373834,22.23130859,3.61e-8,no hit
ILF2,Q12905,Interleukin enhancer-binding factor 2,PE,cytosol,-0.96134288,21.57350852,3.64e-8,no hit
CYFIP1,Q7L576,Cytoplasmic FMR1-interacting protein 1,PE,cytosol,-1.970410596,19.40172244,3.64e-8,no hit
BAG6,P46379,Large proline-rich protein BAG6,PE,cytosol,-1.259391762,23.09764946,3.72e-8,no hit
PPIL1,Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1,PE,cytosol,-1.156537857,21.23279,3.76e-8,no hit
EEF1D,P29692,Elongation factor 1-delta,PE,cytosol,-1.682809853,22.28814083,3.76e-8,no hit
SEC23B,Q15437,Protein transport protein Sec23B,PE,cytosol,-1.517880557,20.85276504,3.79e-8,no hit
TFRC,P02786,Transferrin receptor protein 1,PE,cytosol,-0.884755408,19.10906563,3.87e-8,no hit
BAG2,O95816,BAG family molecular chaperone regulator 2,PE,cytosol,-1.18941411,20.86412001,3.91e-8,no hit
CLNS1A,P54105,Methylosome subunit pICln,PE,cytosol,-1.482041388,20.65727816,4.01e-8,no hit
RAB1A,P62820,Ras-related protein Rab-1A,PE,cytosol,-1.254045048,22.19375561,4.04e-8,no hit
RAD1,O60671,Cell cycle checkpoint protein RAD1,PE,cytosol,-1.399138699,19.48681078,4.07e-8,no hit
CUL4B,Q13620,Cullin-4B,PE,cytosol,-1.13019335,22.15789625,4.14e-8,no hit
ENO1,P06733,Alpha-enolase,PE,cytosol,-1.988533262,25.59310345,4.15e-8,no hit
EEF1G,P26641,Elongation factor 1-gamma,PE,cytosol,-1.359686816,24.90904251,4.19e-8,no hit
IPO7,O95373,Importin-7,PE,cytosol,-1.442721118,24.15016927,4.2e-8,no hit
YKT6,O15498,Synaptobrevin homolog YKT6,PE,cytosol,-1.619707782,19.25687631,4.22e-8,no hit
PSME2,Q9UL46,Proteasome activator complex subunit 2,PE,cytosol,-1.41720366,22.75844309,4.22e-8,no hit
SKIC8,Q9GZS3,SKI8 subunit of superkiller complex protein,PE,cytosol,-1.123945306,19.69699127,4.31e-8,no hit
DDX21,Q9NR30,Nucleolar RNA helicase 2,PE,cytosol,-0.875463804,20.02827054,4.44e-8,no hit
PLIN4,Q96Q06,Perilipin-4,PE,cytosol,-2.450982366,18.86081207,4.49e-8,no hit
PRDX1,Q06830,Peroxiredoxin-1,PE,cytosol,-1.721028334,24.94077949,4.54e-8,no hit
UBE2V1,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,PE,cytosol,-1.482090907,22.01464559,4.55e-8,no hit
CARM1,Q86X55,Histone-arginine methyltransferase CARM1,PE,cytosol,-1.220221976,22.23148866,4.7e-8,no hit
BRCC3,P46736,Lys-63-specific deubiquitinase BRCC36,PE,cytosol,-1.479228305,17.74531527,4.74e-8,no hit
PGM2,Q96G03,Phosphopentomutase,PE,cytosol,-1.479189578,23.37818467,4.8e-8,no hit
MSH6,P52701,DNA mismatch repair protein Msh6,PE,cytosol,-0.959463055,21.37839593,4.85e-8,no hit
RACK1,P63244,Receptor of activated protein C kinase 1,PE,cytosol,-1.170264567,24.28488772,4.94e-8,no hit
GLMN,Q92990,Glomulin,PE,cytosol,-1.626172562,21.22349788,4.98e-8,no hit
HEATR3,Q7Z4Q2,HEAT repeat-containing protein 3,PE,cytosol,-1.019415635,20.88063463,5.06e-8,no hit
NUDT5,Q9UKK9,ADP-sugar pyrophosphatase,PE,cytosol,-1.387594352,24.27469457,5.17e-8,no hit
RPL13,P26373,60S ribosomal protein L13,PE,cytosol,-1.987622415,24.22750419,5.23e-8,no hit
PSMD1,Q99460,26S proteasome non-ATPase regulatory subunit 1,PE,cytosol,-1.291620086,23.10176345,5.26e-8,no hit
NAPA,P54920,Alpha-soluble NSF attachment protein,PE,cytosol,-1.20288067,17.76500354,5.31e-8,no hit
DNAJC9,Q8WXX5,DnaJ homolog subfamily C member 9,PE,cytosol,-2.156866336,19.12687248,5.35e-8,no hit
PAIP1,Q9H074,Polyadenylate-binding protein-interacting protein 1,PE,cytosol,-1.226747186,20.38644958,5.4e-8,no hit
SEC24C,P53992,Protein transport protein Sec24C,PE,cytosol,-1.329146077,20.89736882,5.5e-8,no hit
PSMB3,P49720,Proteasome subunit beta type-3,PE,cytosol,-1.261425379,21.99214843,5.5e-8,no hit
PRDX5,P30044,"Peroxiredoxin-5, mitochondrial",PE,cytosol,-1.670594047,19.07310206,5.52e-8,no hit
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,PE,cytosol,-1.255639182,23.29016843,5.57e-8,no hit
GMFB,P60983,Glia maturation factor beta,PE,cytosol,-1.358796701,19.2718802,5.69e-8,no hit
RPS15A,P62244,40S ribosomal protein S15a,PE,cytosol,-1.480612742,23.71791347,5.79e-8,no hit
PCMT1,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PE,cytosol,-1.236901747,19.33487422,5.89e-8,no hit
LACTB2,Q53H82,Endoribonuclease LACTB2,PE,cytosol,-1.220943265,21.07653977,6.05e-8,no hit
HNRNPA2B1,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,PE,cytosol,-1.076079405,21.23074433,6.2e-8,no hit
ATG3,Q9NT62,Ubiquitin-like-conjugating enzyme ATG3,PE,cytosol,-1.467566795,20.7169399,6.28e-8,no hit
PLEC,Q15149,Plectin,PE,cytosol,-1.074142552,22.4107064,6.67e-8,no hit
ERP44,Q9BS26,Endoplasmic reticulum resident protein 44,PE,cytosol,-1.320668911,21.07088836,6.75e-8,no hit
NPLOC4,Q8TAT6,Nuclear protein localization protein 4 homolog,PE,cytosol,-1.079241335,18.05660626,6.77e-8,no hit
DOHH,Q9BU89,Deoxyhypusine hydroxylase,PE,cytosol,-1.198402205,18.91407422,6.85e-8,no hit
DCUN1D1,Q96GG9,DCN1-like protein 1,PE,cytosol,-1.103129006,19.01862294,7e-8,no hit
RPS11,P62280,40S ribosomal protein S11,PE,cytosol,-1.557438504,24.01346692,7.11e-8,no hit
LSM14A,Q8ND56,Protein LSM14 homolog A,PE,cytosol,-1.838388286,18.3932689,7.17e-8,no hit
DCTD,P32321,Deoxycytidylate deaminase,PE,cytosol,-1.471963704,19.53465728,7.35e-8,no hit
CCT7,Q99832,T-complex protein 1 subunit eta,PE,cytosol,-1.972238004,23.97579051,7.94e-8,no hit
HNRNPUL1,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,PE,cytosol,-0.817360616,21.09566488,8.12e-8,no hit
RHEB,Q15382,GTP-binding protein Rheb,PE,cytosol,-0.993494585,20.39130219,8.17e-8,no hit
YWHAE,P62258,14-3-3 protein epsilon,PE,cytosol,-1.429255864,25.39589301,8.53e-8,no hit
TDP2,O95551,Tyrosyl-DNA phosphodiesterase 2,PE,cytosol,-1.051677847,20.17374793,8.88e-8,no hit
RPL5,P46777,60S ribosomal protein L5,PE,cytosol,-1.51403794,24.92470788,8.89e-8,no hit
EIF2B5,Q13144,Translation initiation factor eIF-2B subunit epsilon,PE,cytosol,-1.441979224,19.33737631,8.91e-8,no hit
SRI,P30626,Sorcin,PE,cytosol,-1.534600091,20.94240588,9.21e-8,no hit
PCBP2,Q15366,Poly(rC)-binding protein 2,PE,cytosol,-2.023477491,20.92765943,9.32e-8,no hit
PDE12,Q6L8Q7,"2',5'-phosphodiesterase 12",PE,cytosol,-1.487754679,20.52730513,9.35e-8,no hit
PSMD12,O00232,26S proteasome non-ATPase regulatory subunit 12,PE,cytosol,-1.311518758,22.69427875,9.48e-8,no hit
PRKAA1,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PE,cytosol,-1.647461328,18.60938916,9.57e-8,no hit
NT5C2,P49902,Cytosolic purine 5'-nucleotidase,PE,cytosol,-1.606026537,19.26840453,9.68e-8,no hit
RPL18,Q07020,60S ribosomal protein L18,PE,cytosol,-1.601258712,23.91510441,9.72e-8,no hit
PURA,Q00577,Transcriptional activator protein Pur-alpha,PE,cytosol,-0.974268326,19.6370007,9.73e-8,no hit
UFD1,Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,PE,cytosol,-1.012254901,20.38352026,1.01e-7,no hit
ARRB1,P49407,Beta-arrestin-1,PE,cytosol,-0.986107609,19.47551661,1.02e-7,no hit
BUB3,O43684,Mitotic checkpoint protein BUB3,PE,cytosol,-0.886238452,21.82678637,1.03e-7,no hit
RTF1,Q92541,RNA polymerase-associated protein RTF1 homolog,PE,cytosol,-1.30397406,18.66717486,1.05e-7,no hit
DYNLL1,P63167,"Dynein light chain 1, cytoplasmic",PE,cytosol,-1.206330789,21.9635601,1.07e-7,no hit
OSBPL11,Q9BXB4,Oxysterol-binding protein-related protein 11,PE,cytosol,-1.254437505,17.06640493,1.1e-7,no hit
NAP1L1,P55209,Nucleosome assembly protein 1-like 1,PE,cytosol,-2.064352286,22.76315237,1.14e-7,no hit
CAPZA1,P52907,F-actin-capping protein subunit alpha-1,PE,cytosol,-1.090110141,20.52410946,1.17e-7,no hit
UBR2,Q8IWV8,E3 ubiquitin-protein ligase UBR2,PE,cytosol,-1.170199558,20.10708104,1.18e-7,no hit
CPPED1,Q9BRF8,Serine/threonine-protein phosphatase CPPED1,PE,cytosol,-1.771905315,20.2803019,1.18e-7,no hit
GPS1,Q13098,COP9 signalosome complex subunit 1,PE,cytosol,-0.985189964,22.4765791,1.2e-7,no hit
ARFIP2,P53365,Arfaptin-2,PE,cytosol,-1.469829507,19.43713828,1.21e-7,no hit
NUP155,O75694,Nuclear pore complex protein Nup155,PE,cytosol,-0.893387221,21.50406268,1.22e-7,no hit
RPS12,P25398,40S ribosomal protein S12,PE,cytosol,-1.174807307,22.55290323,1.23e-7,no hit
SEC13,P55735,Protein SEC13 homolog,PE,cytosol,-1.105001766,21.77500995,1.27e-7,no hit
DBR1,Q9UK59,Lariat debranching enzyme,PE,cytosol,-1.062843557,19.36704529,1.29e-7,no hit
EIF3D,O15371,Eukaryotic translation initiation factor 3 subunit D,PE,cytosol,-1.310486879,23.01960455,1.3e-7,no hit
CDC42,P60953,Cell division control protein 42 homolog,PE,cytosol,-1.933145765,19.97706548,1.37e-7,no hit
POLA1,P09884,DNA polymerase alpha catalytic subunit,PE,cytosol,-1.019480357,20.97223772,1.38e-7,no hit
RPL27,P61353,60S ribosomal protein L27,PE,cytosol,-1.692433251,23.22837429,1.43e-7,no hit
NEMF,O60524,Ribosome quality control complex subunit NEMF,PE,cytosol,-1.523057897,20.14898559,1.44e-7,no hit
EIF6,P56537,Eukaryotic translation initiation factor 6,PE,cytosol,-1.03075356,19.96575808,1.45e-7,no hit
PYM1,Q9BRP8,Partner of Y14 and mago,PE,cytosol,-2.199843822,18.93199986,1.45e-7,no hit
POLR2B,P30876,DNA-directed RNA polymerase II subunit RPB2,PE,cytosol,-1.116138272,20.33015744,1.52e-7,no hit
RPL10A,P62906,60S ribosomal protein L10a,PE,cytosol,-1.657974127,24.39980685,1.52e-7,no hit
DHPS,P49366,Deoxyhypusine synthase,PE,cytosol,-1.264015989,20.29203351,1.71e-7,no hit
PDXDC1,Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,PE,cytosol,-1.124139923,21.12271733,1.74e-7,no hit
FNTA,P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,PE,cytosol,-1.250026511,19.17411425,1.75e-7,no hit
PSMB2,P49721,Proteasome subunit beta type-2,PE,cytosol,-1.075377306,23.29567616,1.75e-7,no hit
COLGALT1,Q8NBJ5,Procollagen galactosyltransferase 1,PE,cytosol,-1.098844322,19.39200262,1.75e-7,no hit
DHX36,Q9H2U1,ATP-dependent DNA/RNA helicase DHX36,PE,cytosol,-1.267289445,20.14367834,1.76e-7,no hit
HPRT1,P00492,Hypoxanthine-guanine phosphoribosyltransferase,PE,cytosol,-1.47389357,23.07991949,1.76e-7,no hit
AP1G1,O43747,AP-1 complex subunit gamma-1,PE,cytosol,-1.279039948,20.19578279,1.78e-7,no hit
H2AC17,P0C0S8,Histone H2A type 1,PE,cytosol,-1.327420816,21.84227097,1.81e-7,no hit
EIF2S1,P05198,Eukaryotic translation initiation factor 2 subunit 1,PE,cytosol,-1.333560444,23.49804777,1.82e-7,no hit
RPS13,P62277,40S ribosomal protein S13,PE,cytosol,-1.717685191,23.64428584,1.84e-7,no hit
PDLIM1,O00151,PDZ and LIM domain protein 1,PE,cytosol,-1.040371639,21.35265388,1.86e-7,no hit
HIKESHI,Q53FT3,Protein Hikeshi,PE,cytosol,-1.62097631,18.77624538,1.86e-7,no hit
PGM1,P36871,Phosphoglucomutase-1,PE,cytosol,-1.385011987,23.84117054,1.89e-7,no hit
RPS7,P62081,40S ribosomal protein S7,PE,cytosol,-1.631957733,24.37351937,1.9e-7,no hit
ZRANB2,O95218,Zinc finger Ran-binding domain-containing protein 2,PE,cytosol,-1.891282549,20.39480893,1.95e-7,no hit
AIP,O00170,AH receptor-interacting protein,PE,cytosol,-1.300114364,19.78600505,1.95e-7,no hit
RPL21,P46778,60S ribosomal protein L21,PE,cytosol,-1.781486817,23.60397373,1.97e-7,no hit
ASCC2,Q9H1I8,Activating signal cointegrator 1 complex subunit 2,PE,cytosol,-1.066710424,18.54231893,2.08e-7,no hit
RPS21,P63220,40S ribosomal protein S21,PE,cytosol,-1.161640742,21.93163739,2.08e-7,no hit
RPL14,P50914,60S ribosomal protein L14,PE,cytosol,-2.093078834,24.06679308,2.08e-7,no hit
SGTA,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,PE,cytosol,-1.166187806,21.29149373,2.11e-7,no hit
PRKDC,P78527,DNA-dependent protein kinase catalytic subunit,PE,cytosol,-0.887326648,23.6422732,2.12e-7,no hit
METTL1,Q9UBP6,tRNA (guanine-N(7)-)-methyltransferase,PE,cytosol,-1.062190949,19.65715366,2.13e-7,no hit
WRNIP1,Q96S55,ATPase WRNIP1,PE,cytosol,-0.879040246,19.40835897,2.16e-7,no hit
NONO,Q15233,Non-POU domain-containing octamer-binding protein,PE,cytosol,-0.963713177,21.30884219,2.17e-7,no hit
FKBP5,Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,PE,cytosol,-0.870160445,21.97505759,2.17e-7,no hit
NAP1L4,Q99733,Nucleosome assembly protein 1-like 4,PE,cytosol,-1.593062301,21.29789874,2.23e-7,no hit
RPS26,P62854,40S ribosomal protein S26,PE,cytosol,-1.690565092,22.40314445,2.25e-7,no hit
METTL16,Q86W50,RNA N6-adenosine-methyltransferase METTL16,PE,cytosol,-1.03915893,20.56794082,2.27e-7,no hit
GLOD4,Q9HC38,Glyoxalase domain-containing protein 4,PE,cytosol,-1.620183719,21.67732313,2.31e-7,no hit
PRRC2A,P48634,Protein PRRC2A,PE,cytosol,-2.279829094,17.95349782,2.37e-7,no hit
RECQL,P46063,ATP-dependent DNA helicase Q1,PE,cytosol,-1.214097048,22.60312058,2.43e-7,no hit
PSMA2,P25787,Proteasome subunit alpha type-2,PE,cytosol,-1.073295631,21.78729897,2.5e-7,no hit
WDR70,Q9NW82,WD repeat-containing protein 70,PE,cytosol,-1.605104397,18.70349965,2.54e-7,no hit
TPP2,P29144,Tripeptidyl-peptidase 2,PE,cytosol,-1.035565094,23.28595409,2.56e-7,no hit
RAE1,P78406,mRNA export factor RAE1,PE,cytosol,-1.049084382,19.05647518,2.61e-7,no hit
RAB2A,P61019,Ras-related protein Rab-2A,PE,cytosol,-1.148793246,20.49306175,2.62e-7,no hit
CSDE1,O75534,Cold shock domain-containing protein E1,PE,cytosol,-1.445605074,23.49897968,2.63e-7,no hit
CAPZB,P47756,F-actin-capping protein subunit beta,PE,cytosol,-1.251388886,22.81174421,2.67e-7,no hit
SEPTIN7,Q16181,Septin-7,PE,cytosol,-1.116827206,18.1743281,2.71e-7,no hit
RABGEF1,Q9UJ41,Rab5 GDP/GTP exchange factor,PE,cytosol,-1.259898634,18.87270787,2.73e-7,no hit
CASP8,Q14790,Caspase-8,PE,cytosol,-1.42722631,19.38293564,2.85e-7,no hit
ACP1,P24666,Low molecular weight phosphotyrosine protein phosphatase,PE,cytosol,-1.2710654749999999,19.87729853,2.88e-7,no hit
RPS19,P39019,40S ribosomal protein S19,PE,cytosol,-1.91024265,23.81043087,2.88e-7,no hit
HSPA2,P54652,Heat shock-related 70 kDa protein 2,PE,cytosol,-1.45306077,19.07067155,2.91e-7,no hit
HNRNPAB,Q99729,Heterogeneous nuclear ribonucleoprotein A/B,PE,cytosol,-1.161375593,20.23034502,2.94e-7,no hit
SFPQ,P23246,"Splicing factor, proline- and glutamine-rich",PE,cytosol,-1.566498035,18.43019943,2.97e-7,no hit
RPL19,P84098,60S ribosomal protein L19,PE,cytosol,-1.867447434,24.46406168,3.12e-7,no hit
CTTN,Q14247,Src substrate cortactin,PE,cytosol,-1.358926954,19.68277617,3.17e-7,no hit
PUS1,Q9Y606,Pseudouridylate synthase 1 homolog,PE,cytosol,-1.142996132,20.79331617,3.22e-7,no hit
NSF,P46459,Vesicle-fusing ATPase,PE,cytosol,-1.246606225,17.51935171,3.22e-7,no hit
HCFC1,P51610,Host cell factor 1,PE,cytosol,-1.014151829,17.97947759,3.37e-7,no hit
BLVRB,P30043,Flavin reductase (NADPH),PE,cytosol,-1.670430351,20.39596324,3.38e-7,no hit
IPO8,O15397,Importin-8,PE,cytosol,-0.887889144,21.09151358,3.39e-7,no hit
ZPR1,O75312,Zinc finger protein ZPR1,PE,cytosol,-1.027918644,16.3205123,3.44e-7,no hit
SRSF6,Q13247,Serine/arginine-rich splicing factor 6,PE,cytosol,-0.711189507,20.11897591,3.48e-7,no hit
NUP98,P52948,Nuclear pore complex protein Nup98-Nup96,PE,cytosol,-0.962660137,19.23339412,3.55e-7,no hit
TCP1,P17987,T-complex protein 1 subunit alpha,PE,cytosol,-1.767428947,23.28116371,3.71e-7,no hit
FAU,P62861,FAU ubiquitin-like and ribosomal protein S30,PE,cytosol,-1.773116315,19.46036619,3.78e-7,no hit
RANBP1,P43487,Ran-specific GTPase-activating protein,PE,cytosol,-1.872930909,20.86664844,3.82e-7,no hit
PSMD13,Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,PE,cytosol,-1.278313964,22.89954923,3.93e-7,no hit
