gene_name,sample,comparison,AveExpr,logFC,pvalue,fdr,hit_annotation
MSN,Huh7,FA_8_3_UV - FA_8_3_noUV,24.93857108,-0.222946787,0.084458895,0.411573651,no hit
ALDH3A2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.62345831,0.326915224,0.084574922,0.411573651,no hit
PRKCSH,Huh7,FA_8_3_UV - FA_8_3_noUV,25.29129407,-0.780585506,0.085098516,0.412344314,no hit
SAE1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.64811953,-0.435528005,0.085634632,0.413168804,no hit
DNAJC7,Huh7,FA_8_3_UV - FA_8_3_noUV,23.67294842,-0.260305755,0.087091948,0.414302565,no hit
MALT1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.83548996,-0.334065002,0.087623786,0.414302565,no hit
HDLBP,Huh7,FA_8_3_UV - FA_8_3_noUV,25.29473527,-0.210927637,0.087685144,0.414302565,no hit
CAP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.37894752,-0.312296798,0.088251603,0.414302565,no hit
ETF1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.41564832,-0.279421241,0.088504673,0.414302565,no hit
PSMA3,Huh7,FA_8_3_UV - FA_8_3_noUV,25.21182799,-0.273426283,0.088597391,0.414302565,no hit
IPO7,Huh7,FA_8_3_UV - FA_8_3_noUV,26.7927866,-0.210643731,0.088774372,0.414302565,no hit
BYSL,Huh7,FA_8_3_UV - FA_8_3_noUV,21.97720108,0.248930979,0.088805333,0.414302565,no hit
ENOPH1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.14654759,-0.336813261,0.089905165,0.414554244,no hit
TNKS1BP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.15451511,-0.203787692,0.089913264,0.414554244,no hit
PFAS,Huh7,FA_8_3_UV - FA_8_3_noUV,25.76282623,-0.337751345,0.089960841,0.414554244,no hit
EEA1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.68827793,0.17988098,0.090865373,0.416888507,no hit
HOGA1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.99081607,0.318003155,0.0912059,0.416888507,no hit
CUL1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.14708646,-0.187844572,0.091712885,0.417515511,no hit
EIF4E,Huh7,FA_8_3_UV - FA_8_3_noUV,23.66337277,-0.209505457,0.092446969,0.41835326,no hit
CLYBL,Huh7,FA_8_3_UV - FA_8_3_noUV,24.39323384,0.269921052,0.092638011,0.41835326,no hit
PRDX6,Huh7,FA_8_3_UV - FA_8_3_noUV,25.4725995,-0.778226623,0.093789182,0.419105538,no hit
PMPCB,Huh7,FA_8_3_UV - FA_8_3_noUV,24.78102832,0.186181822,0.094385399,0.419105538,no hit
CLTB,Huh7,FA_8_3_UV - FA_8_3_noUV,24.32011388,-0.374057972,0.096095603,0.419105538,no hit
THOC1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.51685907,0.337578015,0.096881806,0.419105538,no hit
AHCY,Huh7,FA_8_3_UV - FA_8_3_noUV,26.02569742,-0.275566933,0.097113151,0.419105538,no hit
HDGF,Huh7,FA_8_3_UV - FA_8_3_noUV,24.150854,-0.385119806,0.097170608,0.419105538,no hit
PPID,Huh7,FA_8_3_UV - FA_8_3_noUV,24.06294113,-0.395324057,0.097572795,0.419105538,no hit
AARS,Huh7,FA_8_3_UV - FA_8_3_noUV,25.88023515,-0.652922894,0.097942535,0.419105538,no hit
MRPL38,Huh7,FA_8_3_UV - FA_8_3_noUV,23.08103121,0.329476194,0.098078124,0.419105538,no hit
DHX9,Huh7,FA_8_3_UV - FA_8_3_noUV,26.99810337,0.360589071,0.098842808,0.419105538,no hit
PSMC1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.2575344,-0.212739194,0.098913564,0.419105538,no hit
THOC2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.42423519,0.312131997,0.099327815,0.419105538,no hit
PPP2R1A,Huh7,FA_8_3_UV - FA_8_3_noUV,25.98107385,-0.209852965,0.099786478,0.419105538,no hit
MARS2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.23500873,0.231989531,0.099861405,0.419105538,no hit
EIF3M,Huh7,FA_8_3_UV - FA_8_3_noUV,23.6765552,-0.2689846,0.099888713,0.419105538,no hit
PICALM,Huh7,FA_8_3_UV - FA_8_3_noUV,23.6798606,-0.181112554,0.100079806,0.419105538,no hit
SGTA,Huh7,FA_8_3_UV - FA_8_3_noUV,24.24697168,-0.381366703,0.100843606,0.419105538,no hit
HSPB1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.3823371,-0.521428287,0.100983855,0.419105538,no hit
ENO1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.39436188,-0.363317988,0.101061296,0.419105538,no hit
RARS,Huh7,FA_8_3_UV - FA_8_3_noUV,25.90609059,-0.189323979,0.101307501,0.419105538,no hit
PRKAR1A,Huh7,FA_8_3_UV - FA_8_3_noUV,24.79359409,-0.18694517,0.101383585,0.419105538,no hit
LETM1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.14362588,0.239752872,0.101672599,0.419105538,no hit
SQSTM1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.311982,0.195219496,0.10189258,0.419105538,no hit
PABPC1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.18645296,-0.195966844,0.102563231,0.419105538,no hit
IARS2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.74708756,0.243597404,0.102961043,0.419105538,no hit
LAMB1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.43260091,0.261583225,0.103623841,0.419105538,no hit
SF3B3,Huh7,FA_8_3_UV - FA_8_3_noUV,27.06409764,0.335992054,0.10365629,0.419105538,no hit
RPL5,Huh7,FA_8_3_UV - FA_8_3_noUV,24.26626357,-0.308957578,0.103995308,0.419105538,no hit
RRM2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.1339693,-0.426661964,0.104369032,0.419105538,no hit
PTMA,Huh7,FA_8_3_UV - FA_8_3_noUV,24.52954414,-0.636065832,0.10441191,0.419105538,no hit
ABCE1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.28874611,-0.346934124,0.104504818,0.419105538,no hit
NUDCD1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.04617339,-0.257471856,0.10468358,0.419105538,no hit
LEO1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.33692406,-0.21782916,0.106054132,0.42228358,no hit
TLN1,Huh7,FA_8_3_UV - FA_8_3_noUV,27.4105613,-0.232887424,0.106225453,0.42228358,no hit
DNAJB11,Huh7,FA_8_3_UV - FA_8_3_noUV,24.41304679,0.289944179,0.106671332,0.422568189,no hit
PSMA1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.0827848,-0.223759271,0.1082755,0.422621487,no hit
RAD23B,Huh7,FA_8_3_UV - FA_8_3_noUV,25.00900831,-0.445717672,0.108415429,0.422621487,no hit
SNRNP200,Huh7,FA_8_3_UV - FA_8_3_noUV,26.59472207,0.218717214,0.109957136,0.422621487,no hit
PPP5C,Huh7,FA_8_3_UV - FA_8_3_noUV,25.44367919,-0.339124594,0.110529965,0.422621487,no hit
CAPNS1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.80582275,-0.431446067,0.110770473,0.422621487,no hit
EIF4G1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.25758597,-0.282797603,0.11121168,0.422621487,no hit
ALDH18A1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.08641322,0.255698575,0.111384139,0.422621487,no hit
NUCB2|Nucb2|HEL-S-109,Huh7,FA_8_3_UV - FA_8_3_noUV,24.19793587,0.250248595,0.111663881,0.422621487,no hit
TPT1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.48559227,-0.31207408,0.111771784,0.422621487,no hit
GLRX5,Huh7,FA_8_3_UV - FA_8_3_noUV,24.65147375,0.173959823,0.112532068,0.422621487,no hit
FKBP9,Huh7,FA_8_3_UV - FA_8_3_noUV,25.91016798,0.204196818,0.112727561,0.422621487,no hit
IDH1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.86131256,-0.479094075,0.112992472,0.422621487,no hit
MAPK1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.28675501,-0.247976312,0.113058729,0.422621487,no hit
LRPPRC,Huh7,FA_8_3_UV - FA_8_3_noUV,27.28294095,0.2750856,0.114102897,0.422621487,no hit
RAB7A,Huh7,FA_8_3_UV - FA_8_3_noUV,25.08181849,0.172042883,0.11432536,0.422621487,no hit
TIAL1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.14812828,-0.226410341,0.114586691,0.422621487,no hit
AARS2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.86078551,0.263801338,0.11485035,0.422621487,no hit
HPRT1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.2100634,-0.454895519,0.114971368,0.422621487,no hit
TRNT1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.05371964,0.223547508,0.115304669,0.422621487,no hit
SUCLG2,Huh7,FA_8_3_UV - FA_8_3_noUV,26.2128193,0.183666532,0.115326064,0.422621487,no hit
ISYNA1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.58170568,-0.255033925,0.115642443,0.422621487,no hit
PAOX,Huh7,FA_8_3_UV - FA_8_3_noUV,22.85580752,0.241453861,0.115872799,0.422621487,no hit
MYH9,Huh7,FA_8_3_UV - FA_8_3_noUV,28.12755644,-0.328311101,0.116147851,0.422621487,no hit
SERBP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.66806115,-0.205803538,0.116629419,0.422621487,no hit
NUP133,Huh7,FA_8_3_UV - FA_8_3_noUV,26.42448726,0.285650338,0.116908873,0.422621487,no hit
PRDX3,Huh7,FA_8_3_UV - FA_8_3_noUV,25.98114716,0.325553784,0.116990923,0.422621487,no hit
YWHAE,Huh7,FA_8_3_UV - FA_8_3_noUV,26.11833637,-0.469466039,0.1175043,0.422621487,no hit
FDPS,Huh7,FA_8_3_UV - FA_8_3_noUV,23.99364811,-0.250946786,0.117537707,0.422621487,no hit
PPP4R3A,Huh7,FA_8_3_UV - FA_8_3_noUV,25.18507185,-0.204032207,0.117540431,0.422621487,no hit
HK2,Huh7,FA_8_3_UV - FA_8_3_noUV,26.20438439,0.204735159,0.118046886,0.423095031,no hit
PPP1CB,Huh7,FA_8_3_UV - FA_8_3_noUV,23.02400706,0.294101786,0.118784847,0.423449056,no hit
PML,Huh7,FA_8_3_UV - FA_8_3_noUV,24.87177426,0.208074961,0.119024631,0.423449056,no hit
TST,Huh7,FA_8_3_UV - FA_8_3_noUV,24.92703256,0.156648379,0.119681927,0.423449056,no hit
PSME1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.47765908,-0.250585236,0.119989919,0.423449056,no hit
SEC23IP,Huh7,FA_8_3_UV - FA_8_3_noUV,24.92821723,0.202771135,0.120261817,0.423449056,no hit
INTS3,Huh7,FA_8_3_UV - FA_8_3_noUV,22.44500224,0.309806022,0.120716474,0.423449056,no hit
OTULIN,Huh7,FA_8_3_UV - FA_8_3_noUV,23.81047485,-0.287131279,0.121092508,0.423449056,no hit
EWSR1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.12741762,-0.326328652,0.121146187,0.423449056,no hit
GTPBP4,Huh7,FA_8_3_UV - FA_8_3_noUV,23.39514124,0.255121272,0.122126977,0.424386435,no hit
MUT,Huh7,FA_8_3_UV - FA_8_3_noUV,23.6730574,0.243612892,0.122166157,0.424386435,no hit
PPM1G,Huh7,FA_8_3_UV - FA_8_3_noUV,24.92576273,-0.456766079,0.122613642,0.424415567,no hit
RPLP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.6355865,-0.259445336,0.122926386,0.424415567,no hit
GSS,Huh7,FA_8_3_UV - FA_8_3_noUV,24.50215916,-0.463237999,0.124385535,0.428144113,no hit
ALDH1A1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.96255838,-0.384609439,0.125697124,0.42960324,no hit
NARS,Huh7,FA_8_3_UV - FA_8_3_noUV,24.11617905,-0.333125803,0.126196055,0.42960324,no hit
NUMA1,Huh7,FA_8_3_UV - FA_8_3_noUV,27.17927053,0.285522145,0.126398253,0.42960324,no hit
HNRNPH3,Huh7,FA_8_3_UV - FA_8_3_noUV,23.40927614,0.164548206,0.126991561,0.42960324,no hit
PKM,Huh7,FA_8_3_UV - FA_8_3_noUV,27.47717215,-0.364881905,0.127058507,0.42960324,no hit
AGPS,Huh7,FA_8_3_UV - FA_8_3_noUV,24.72960673,0.275661425,0.127172877,0.42960324,no hit
ALDH4A1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.72038767,0.250207301,0.128218969,0.42960324,no hit
IPO5,Huh7,FA_8_3_UV - FA_8_3_noUV,26.50362658,-0.211561514,0.128310197,0.42960324,no hit
EEF1A1|EEF1A1P5,Huh7,FA_8_3_UV - FA_8_3_noUV,25.11173349,-0.406180875,0.128511861,0.42960324,no hit
P3H1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.26243882,0.195532998,0.129173983,0.42960324,no hit
ACSL4,Huh7,FA_8_3_UV - FA_8_3_noUV,23.31145062,0.314994728,0.129411997,0.42960324,no hit
VARS2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.27879859,0.239158209,0.129612704,0.42960324,no hit
WDR3,Huh7,FA_8_3_UV - FA_8_3_noUV,23.1125295,0.261705218,0.130142581,0.42960324,no hit
EXOSC10,Huh7,FA_8_3_UV - FA_8_3_noUV,23.48965783,0.19375858,0.130535832,0.42960324,no hit
NDUFS3,Huh7,FA_8_3_UV - FA_8_3_noUV,23.22069625,0.273692225,0.130661804,0.42960324,no hit
IDE,Huh7,FA_8_3_UV - FA_8_3_noUV,26.21609025,-0.192317342,0.131706693,0.42960324,no hit
FARSB,Huh7,FA_8_3_UV - FA_8_3_noUV,23.21685413,-0.34433387,0.132080624,0.42960324,no hit
UGDH,Huh7,FA_8_3_UV - FA_8_3_noUV,25.07795093,-0.329964592,0.132472118,0.42960324,no hit
E7EVH7|KLC1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.44629707,-0.223085865,0.13266315,0.42960324,no hit
PPA1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.55353356,-0.453318799,0.132716307,0.42960324,no hit
HSP90AB1,Huh7,FA_8_3_UV - FA_8_3_noUV,27.42486383,-0.313817436,0.132927106,0.42960324,no hit
PLS1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.89575426,-0.265538255,0.133266974,0.42960324,no hit
MTPN,Huh7,FA_8_3_UV - FA_8_3_noUV,23.75487257,-0.421206401,0.133950578,0.42960324,no hit
UAP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.38292074,-0.423052673,0.134252447,0.42960324,no hit
ACADVL,Huh7,FA_8_3_UV - FA_8_3_noUV,25.6467425,0.426186507,0.134322359,0.42960324,no hit
WDR75,Huh7,FA_8_3_UV - FA_8_3_noUV,22.93426722,0.358762176,0.134821697,0.429982193,no hit
ACADM,Huh7,FA_8_3_UV - FA_8_3_noUV,25.21878506,-0.173270315,0.13536938,0.43051276,no hit
DDX18,Huh7,FA_8_3_UV - FA_8_3_noUV,24.20431507,0.236739735,0.136114132,0.431665324,no hit
HNRNPA1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.9474583,0.263004497,0.137224135,0.433104661,no hit
ARID1A,Huh7,FA_8_3_UV - FA_8_3_noUV,23.91902931,0.337215582,0.137335225,0.433104661,no hit
PSMD2,Huh7,FA_8_3_UV - FA_8_3_noUV,26.42115381,-0.234091864,0.138883157,0.435397137,no hit
GLS,Huh7,FA_8_3_UV - FA_8_3_noUV,26.03441667,0.408027769,0.139643551,0.435397137,no hit
MRPS23,Huh7,FA_8_3_UV - FA_8_3_noUV,22.73990643,0.146539759,0.140083724,0.435397137,no hit
PCCB,Huh7,FA_8_3_UV - FA_8_3_noUV,25.1067443,0.197107872,0.140345102,0.435397137,no hit
PRMT5,Huh7,FA_8_3_UV - FA_8_3_noUV,24.5643371,-0.217645185,0.140572595,0.435397137,no hit
TPR,Huh7,FA_8_3_UV - FA_8_3_noUV,24.92379368,0.173315288,0.140813431,0.435397137,no hit
EIF5B,Huh7,FA_8_3_UV - FA_8_3_noUV,23.74261487,-0.206334594,0.140915804,0.435397137,no hit
IMPDH2,Huh7,FA_8_3_UV - FA_8_3_noUV,25.03159468,-0.348500355,0.141147345,0.435397137,no hit
CDC5L,Huh7,FA_8_3_UV - FA_8_3_noUV,23.87773193,0.281572058,0.141962489,0.436022996,no hit
EIF5,Huh7,FA_8_3_UV - FA_8_3_noUV,23.55849817,-0.307349779,0.142562524,0.436022996,no hit
TALDO1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.25832837,-0.532257464,0.142674958,0.436022996,no hit
PEBP1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.84302931,-0.450468011,0.143300144,0.436022996,no hit
PARN,Huh7,FA_8_3_UV - FA_8_3_noUV,24.27743143,0.248295528,0.143585336,0.436022996,no hit
ST13|ST13P4,Huh7,FA_8_3_UV - FA_8_3_noUV,24.67260472,-0.315849574,0.143667453,0.436022996,no hit
GLDC,Huh7,FA_8_3_UV - FA_8_3_noUV,24.70432284,0.202490746,0.146532006,0.443524491,no hit
PCBP1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.336631,-0.188562681,0.148322771,0.446980532,no hit
MPHOSPH8,Huh7,FA_8_3_UV - FA_8_3_noUV,22.83372118,0.268807733,0.148465633,0.446980532,no hit
CAPN2,Huh7,FA_8_3_UV - FA_8_3_noUV,25.4686576,-0.357541341,0.148918021,0.447150122,no hit
ACO2,Huh7,FA_8_3_UV - FA_8_3_noUV,26.76701058,0.22661885,0.14989977,0.448904086,no hit
CTSL,Huh7,FA_8_3_UV - FA_8_3_noUV,24.3035196,0.170315841,0.151918737,0.450844222,no hit
RAN,Huh7,FA_8_3_UV - FA_8_3_noUV,25.65195822,-0.240587109,0.152279676,0.450844222,no hit
DDX39B,Huh7,FA_8_3_UV - FA_8_3_noUV,22.72371696,0.32407381,0.152360419,0.450844222,no hit
SMU1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.76683053,0.229760515,0.152731165,0.450844222,no hit
CYB5R3,Huh7,FA_8_3_UV - FA_8_3_noUV,22.68479323,0.333111132,0.152832622,0.450844222,no hit
CWC22,Huh7,FA_8_3_UV - FA_8_3_noUV,23.45348566,0.258295147,0.15300647,0.450844222,no hit
SYMPK,Huh7,FA_8_3_UV - FA_8_3_noUV,23.04697862,0.499543496,0.153506012,0.450844222,no hit
CLUH,Huh7,FA_8_3_UV - FA_8_3_noUV,23.2906275,-0.166331747,0.153742272,0.450844222,no hit
NXF1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.77810847,0.432170994,0.155148069,0.451877343,no hit
NOP58,Huh7,FA_8_3_UV - FA_8_3_noUV,24.68758996,0.240910065,0.155155046,0.451877343,no hit
EIF4A2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.50060015,-0.315122231,0.155295314,0.451877343,no hit
SOD2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.94136061,0.4345791,0.156726761,0.452569475,no hit
PABPC4,Huh7,FA_8_3_UV - FA_8_3_noUV,24.7355929,-0.227999026,0.156776761,0.452569475,no hit
SMC1A,Huh7,FA_8_3_UV - FA_8_3_noUV,23.39170228,0.271406638,0.157218516,0.452569475,no hit
DDX27,Huh7,FA_8_3_UV - FA_8_3_noUV,22.17471652,0.201444362,0.157390644,0.452569475,no hit
PPP2R2A,Huh7,FA_8_3_UV - FA_8_3_noUV,23.96691811,-0.357550754,0.158738784,0.452569475,no hit
RAB2A|DKFZp313C1541|RAB2B,Huh7,FA_8_3_UV - FA_8_3_noUV,22.79053064,0.207166239,0.158924222,0.452569475,no hit
NOL11,Huh7,FA_8_3_UV - FA_8_3_noUV,24.73150765,0.188109255,0.159816636,0.452569475,no hit
EPS15L1,Huh7,FA_8_3_UV - FA_8_3_noUV,22.97969106,-0.269067419,0.159902794,0.452569475,no hit
AKR1A1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.02464232,-0.398216698,0.160069415,0.452569475,no hit
RPL30,Huh7,FA_8_3_UV - FA_8_3_noUV,23.71905338,-0.156647385,0.16008129,0.452569475,no hit
OGDH,Huh7,FA_8_3_UV - FA_8_3_noUV,26.85066041,0.17509146,0.160571809,0.452569475,no hit
HECTD1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.19212482,-0.180064436,0.160619439,0.452569475,no hit
CHD8|CHD9|CHD7,Huh7,FA_8_3_UV - FA_8_3_noUV,24.59778035,0.417157327,0.160809399,0.452569475,no hit
IARS,Huh7,FA_8_3_UV - FA_8_3_noUV,25.90136581,-0.154461102,0.161145199,0.452569475,no hit
DDX5,Huh7,FA_8_3_UV - FA_8_3_noUV,26.04588162,0.307682649,0.161670849,0.452919079,no hit
CSDE1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.67228758,-0.169603932,0.162348582,0.453260648,no hit
ETHE1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.34100177,0.168334147,0.162882272,0.453260648,no hit
COLGALT1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.93749386,0.192100103,0.162997186,0.453260648,no hit
RPS14,Huh7,FA_8_3_UV - FA_8_3_noUV,24.10906959,-0.17016154,0.165148205,0.457575275,no hit
NDUFAF7,Huh7,FA_8_3_UV - FA_8_3_noUV,23.54317048,0.178537181,0.165359355,0.457575275,no hit
NAPA,Huh7,FA_8_3_UV - FA_8_3_noUV,22.22075862,0.203926218,0.166056954,0.457880573,no hit
ATP5C1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.36083913,0.246054181,0.166590536,0.457880573,no hit
MPRIP,Huh7,FA_8_3_UV - FA_8_3_noUV,24.64023593,0.193048865,0.166961137,0.457880573,no hit
ACLY,Huh7,FA_8_3_UV - FA_8_3_noUV,27.20886368,-0.260694888,0.16744776,0.457880573,no hit
TPM4,Huh7,FA_8_3_UV - FA_8_3_noUV,25.02685319,-0.403876191,0.168530407,0.457880573,no hit
NAGLU,Huh7,FA_8_3_UV - FA_8_3_noUV,23.45934918,0.212770958,0.169273832,0.457880573,no hit
PSMA7,Huh7,FA_8_3_UV - FA_8_3_noUV,24.51693724,-0.174548347,0.169399074,0.457880573,no hit
PES1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.06740236,0.249740795,0.169493202,0.457880573,no hit
RAI14,Huh7,FA_8_3_UV - FA_8_3_noUV,22.90402985,0.243391646,0.169610915,0.457880573,no hit
CARM1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.19149377,-0.22204451,0.169642048,0.457880573,no hit
RUVBL2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.97354848,-0.174720465,0.170922408,0.457880573,no hit
NIP7,Huh7,FA_8_3_UV - FA_8_3_noUV,23.04922445,0.296466872,0.170987527,0.457880573,no hit
DPP7,Huh7,FA_8_3_UV - FA_8_3_noUV,23.25854058,0.239440399,0.17164023,0.457880573,no hit
NT5C2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.53010696,-0.379794232,0.171729614,0.457880573,no hit
DYNC1LI1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.33389535,-0.227940971,0.171894153,0.457880573,no hit
PDCD6IP,Huh7,FA_8_3_UV - FA_8_3_noUV,26.20974528,-0.260750734,0.172160646,0.457880573,no hit
CPSF2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.77227602,0.215403525,0.172364255,0.457880573,no hit
TAGLN2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.85570885,-0.362453151,0.173597131,0.458858169,no hit
PYGL,Huh7,FA_8_3_UV - FA_8_3_noUV,25.08190944,-0.165711405,0.173740541,0.458858169,no hit
TROVE2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.38666885,-0.261938229,0.173951547,0.458858169,no hit
SERPINH1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.74321569,0.180621449,0.174540797,0.4593393,no hit
EIF5A2|EIF5A|EIF5AL1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.63865226,-0.324436995,0.175983949,0.461161083,no hit
PPP1R9B,Huh7,FA_8_3_UV - FA_8_3_noUV,24.48449878,0.1892304,0.176049979,0.461161083,no hit
GLUD1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.01507605,0.211614807,0.182640173,0.475764899,no hit
CTPS1,Huh7,FA_8_3_UV - FA_8_3_noUV,24.62475846,-0.316242423,0.182826911,0.475764899,no hit
RPS8,Huh7,FA_8_3_UV - FA_8_3_noUV,24.05617666,-0.197135297,0.182889253,0.475764899,no hit
RPS2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.2345277,-0.463220519,0.183321324,0.475792586,no hit
COPA,Huh7,FA_8_3_UV - FA_8_3_noUV,25.7453921,-0.144771292,0.185932326,0.481462377,no hit
MARS,Huh7,FA_8_3_UV - FA_8_3_noUV,25.34919817,-0.138385228,0.186854633,0.482743433,no hit
HSPA8,Huh7,FA_8_3_UV - FA_8_3_noUV,26.99901668,-0.225427194,0.187598073,0.48342055,no hit
HAT1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.23698111,-0.204043582,0.187973093,0.48342055,no hit
CDC123,Huh7,FA_8_3_UV - FA_8_3_noUV,23.16679344,-0.21601302,0.18843735,0.483513109,no hit
PCK2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.32872753,0.18696761,0.189297647,0.484619146,no hit
HIST1H1E|HIST1H1D|HIST1H1C,Huh7,FA_8_3_UV - FA_8_3_noUV,24.87002111,0.259849053,0.190807142,0.487378425,no hit
TRMT10C,Huh7,FA_8_3_UV - FA_8_3_noUV,22.55778115,0.320028741,0.191694239,0.487952761,no hit
NUP160,Huh7,FA_8_3_UV - FA_8_3_noUV,24.82281992,0.33718201,0.191896392,0.487952761,no hit
PMM2,Huh7,FA_8_3_UV - FA_8_3_noUV,23.79593779,-0.28235583,0.192561675,0.488544114,no hit
SPAG9,Huh7,FA_8_3_UV - FA_8_3_noUV,24.46298673,-0.246127839,0.193249475,0.489189815,no hit
UHRF1,Huh7,FA_8_3_UV - FA_8_3_noUV,23.09152511,0.267801501,0.194974375,0.490537765,no hit
KIF20B,Huh7,FA_8_3_UV - FA_8_3_noUV,23.45444913,0.181911195,0.195044068,0.490537765,no hit
PHYHIPL,Huh7,FA_8_3_UV - FA_8_3_noUV,23.67436146,-0.189087557,0.195085435,0.490537765,no hit
MRPL19,Huh7,FA_8_3_UV - FA_8_3_noUV,22.62995669,0.214212796,0.195706703,0.491006373,no hit
EEF1G,Huh7,FA_8_3_UV - FA_8_3_noUV,26.57074363,-0.262137607,0.196579211,0.491384914,no hit
SDF4,Huh7,FA_8_3_UV - FA_8_3_noUV,24.6364005,0.179516642,0.196728061,0.491384914,no hit
CTSB,Huh7,FA_8_3_UV - FA_8_3_noUV,24.31622665,0.230031826,0.197772661,0.492903607,no hit
LRRC15,Huh7,FA_8_3_UV - FA_8_3_noUV,23.5101937,0.282186378,0.198390331,0.49335393,no hit
GLOD4,Huh7,FA_8_3_UV - FA_8_3_noUV,24.0816712,-0.372675349,0.199052789,0.493913403,no hit
SKIV2L2,Huh7,FA_8_3_UV - FA_8_3_noUV,24.82642675,0.200380143,0.200749892,0.4967044,no hit
GANAB,Huh7,FA_8_3_UV - FA_8_3_noUV,26.9567856,0.157352938,0.201057494,0.4967044,no hit
PSMB5,Huh7,FA_8_3_UV - FA_8_3_noUV,23.5758153,-0.162505599,0.201524988,0.496719155,no hit
GFM1,Huh7,FA_8_3_UV - FA_8_3_noUV,26.69446122,0.197364035,0.201943394,0.496719155,no hit
UCHL1,Huh7,FA_8_3_UV - FA_8_3_noUV,25.95944389,-0.522486105,0.204483885,0.500701366,no hit
